,cc,cd,dt,ex,fw,in,jj,jjr,jjs,md,nn,nnp,nnps,nns,pdt,pos,prp,rb,rbr,rbs,rp,sym,to,uh,vb,vbd,vbg,vbn,vbp,vbz,wdt,wp,wrb,id
10,0.0,0.3785700304750122,0.25056889518356956,0.0,0.0,0.2033070013080828,0.0,0.0,0.0,0.0,0.1632775354520234,0.0,0.0,0.2762198252861871,0.0,0.0,0.0,0.6404207683531302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3505037593836151,0.0,0.0,0.34149323956305416,0.0,0.0,0.0,0.0,16
11,0.0,0.0,0.0,0.0,0.0,0.0,0.05302733195844294,0.0,0.0,0.0,0.0,0.9447162787603139,0.0,0.0,0.0,0.0,0.21844472983721885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18240533804876113,0.0962471908459299,0.08433931135707592,0.08563180590398019,0.0,0.0,0.0,17
12,0.2576515270441853,0.5298592486218575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11426434382944142,0.40154018195456354,0.0,0.19330324285965933,0.0,0.0,0.20632728820963828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5168611591033804,0.27272466449295046,0.23898266735124873,0.0,0.0,0.0,0.0,18
13,0.0,0.0,0.0,0.0,0.0,0.22230353385724655,0.0,0.0,0.0,0.0,0.0,0.8365222294752811,0.0,0.0,0.0,0.0,0.3223787510403738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38325401407673965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
14,0.0,0.2848390894585688,0.0,0.0,0.0,0.305939596224687,0.0,0.0,0.0,0.0,0.8599591765937297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2928102989488647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17609573474103898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6125821908186817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37394657809646886,0.0,0.6737190129629261,0.0,23
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5221555791645012,0.0,0.0,0.557336457882197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6455459889602834,0.0,0.0,0.0,0.0,24
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375572239861588,0.0,0.0,0.0,0.0,0.0,0.6287897198151909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6808590022171135,0.0,0.0,0.0,25
18,0.0,0.0,0.0,0.0,0.0,0.0,0.34719288457299885,0.0,0.0,0.0,0.2640252218676226,0.0,0.0,0.0,0.0,0.0,0.47675071873872205,0.5177908736341511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5606684817991175,0.0,0.0,0.0,26
19,0.0,0.0,0.3617904624172048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23575254626178602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9019580911744345,0.0,28
20,0.0,0.0,0.5234924758437934,0.0,0.0,0.0,0.4485750581792106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7243866680954675,0.0,0.0,0.0,31
21,0.0,0.0,0.0,0.0,0.0,0.0,0.4766624273938242,0.0,0.0,0.0,0.0,0.4246025002589764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.769743884084085,0.0,0.0,0.0,32
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6492786253769527,0.7605506338361796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33
23,0.0,0.0,0.3455654085728441,0.0,0.0,0.0,0.2961112726700217,0.0,0.0,0.0,0.22517985805025537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8615083830840478,0.0,34
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
25,0.0,0.0,0.5320289181293527,0.0,0.0,0.0,0.0,0.0,0.0,0.5163671858386147,0.346684573429301,0.0,0.0,0.0,0.0,0.0,0.31300441372399623,0.3399487876227291,0.0,0.0,0.0,0.0,0.0,0.0,0.34144256470524825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
26,0.0,0.0,0.0,0.0,0.0,0.39840025987399846,0.42074514619212106,0.0,0.0,0.0,0.3199585461255139,0.7495847408061003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.350488861713332,0.0,0.0,0.0,0.0,0.0,0.6328782362145929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.690378661272782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
29,0.0,0.0,0.0,0.0,0.0,0.39015634994100057,0.0,0.0,0.0,0.0,0.3133377938263414,0.0,0.0,0.0,0.0,0.0,0.5657945000785273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6553426838240023,0.0,0.0,0.0,0.0,41
30,0.0,0.0,0.8378200764815014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5459464437511533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44
31,0.0,0.0,0.0,0.0,0.0,0.0,0.215173893705084,0.0,0.0,0.0,0.4908914112293123,0.1916731170886947,0.7433724946200768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35126139593885763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
32,0.0,0.0,0.25689331459505277,0.0,0.0,0.0,0.4402582228315032,0.0,0.0,0.0,0.33479739973672484,0.19608713780516007,0.0,0.0,0.0,0.0,0.3022720705000804,0.32829257158438807,0.0,0.0,0.0,0.0,0.39898689705690743,0.0,0.3297351298097707,0.0,0.0,0.0,0.35011261137933886,0.0,0.0,0.0,0.0,49
33,0.0,0.0,0.0,0.0,0.0,0.18648981776049234,0.19694938367207962,0.0,0.0,0.0,0.7488575807748044,0.3508780886668766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3387368134545658,0.35747272618072573,0.0,0.0,0.0,0.0,0.0,50
34,0.0,0.0,0.0,0.0,0.0,0.18668517853962943,0.0,0.621928581963933,0.0,0.0,0.0,0.17562282867514464,0.0,0.0,0.0,0.0,0.2707259468668725,0.0,0.0,0.0,0.5215542286264403,0.0,0.0,0.0,0.29532286951068987,0.0,0.3390916633256933,0.0,0.0,0.0,0.0,0.0,0.0,52
35,0.20289782713019655,0.0,0.0,0.0,0.0,0.11204211638132248,0.11832616939417522,0.0,0.0,0.0,0.17996390199911733,0.9486258206038839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
36,0.201595333046445,0.0,0.27440321821572466,0.0,0.0,0.11132286671866329,0.3526997385510006,0.0,0.0,0.2663254059070961,0.35761726256998877,0.20945247932692765,0.0,0.15124704312956766,0.0,0.0,0.48431249983694497,0.1753345319652921,0.0,0.0,0.0,0.0,0.0,0.0,0.17610497361756428,0.0,0.0,0.21338906933397547,0.37397636233485726,0.0,0.0,0.0,0.0,54
37,0.0,0.0,0.0,0.0,0.0,0.19723873565198108,0.0,0.0,0.0,0.0,0.31680812215735793,0.9277550834641308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55
38,0.0,0.15514540881277303,0.10268803801040909,0.0,0.0,0.08331918877166229,0.0,0.0,0.0,0.0,0.20074299031960682,0.9405836111552766,0.0,0.11320029127093531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14364330153592053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56
39,0.0,0.0,0.0,0.0,0.0,0.37042173077066903,0.0,0.0,0.0,0.0,0.2974887578340532,0.6969435138834873,0.0,0.0,0.0,0.0,0.5371758732398091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57
40,0.0,0.0,0.1973748536493518,0.0,0.0,0.16014633260713954,0.6765135358720238,0.0,0.0,0.0,0.6430742259620892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25334027509374063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59
41,0.5173130515351883,0.0,0.1760362752712493,0.0,0.0,0.2856652037406493,0.4525307586943137,0.0,0.0,0.0,0.11471004473794036,0.0,0.0,0.0,0.0,0.0,0.41426418194837183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4798296921806788,0.0,0.0,0.0,0.0,61
42,0.19594068788685534,0.0,0.40005952411980283,0.0,0.0,0.21640063539929505,0.1142688975729338,0.0,0.0,0.0,0.6082759947674964,0.30536616789737686,0.0,0.14700464154511322,0.0,0.0,0.1569092613011872,0.0,0.0,0.0,0.0,0.0,0.20711387321520833,0.0,0.0,0.1865386724324295,0.3930662946909139,0.0,0.0,0.0,0.0,0.0,0.0,62
43,0.0,0.0,0.0,0.0,0.0,0.0,0.2646819382161654,0.0,0.0,0.0,0.2012792040592131,0.9430960468560048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63
44,0.2515259580022835,0.0,0.0,0.0,0.0,0.1388950343038017,0.0,0.0,0.0,0.0,0.557738758176927,0.1306645712540417,0.0,0.0,0.0,0.0,0.6042658014603107,0.2187609477710069,0.0,0.0,0.0,0.0,0.2658687990628082,0.0,0.21972221047359125,0.23945673965957612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64
45,0.236808675702147,0.24349800758828544,0.1611670809341162,0.0,0.0,0.26153602114330443,0.1381023339257453,0.0,0.0,0.0,0.31506261483462233,0.0,0.0,0.35533175739863715,0.0,0.0,0.5689090118269764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41373165694593783,0.22544565124456536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
46,0.0,0.0,0.19753665750947041,0.0,0.0,0.32055523457730145,0.0,0.0,0.0,0.0,0.2574405620134744,0.3015601853531161,0.0,0.4355172734820851,0.0,0.0,0.0,0.25243871129224565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27632057451671704,0.0,0.30722790920150095,0.26921710715907693,0.0,0.0,0.0,0.452093933629089,66
47,0.0,0.0,0.5041593602171509,0.0,0.0,0.0,0.2160043599255901,0.0,0.0,0.0,0.3285240083411721,0.0,0.0,0.2778852704234393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39151073096689787,0.0,0.32355659458880803,0.0,0.3715098123653595,0.0,0.3435522454821461,0.0,0.0,0.0,0.0,67
48,0.0,0.0,0.1973748536493518,0.0,0.0,0.16014633260713954,0.6765135358720238,0.0,0.0,0.0,0.6430742259620892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25334027509374063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
49,0.0,0.0,0.22049721294255492,0.0,0.0,0.3578147808593614,0.28341252650661103,0.0,0.30081615574975823,0.0,0.3592050150211653,0.08415296335771819,0.0,0.12153484092760897,0.0,0.0,0.518893605313984,0.14089038708190618,0.0,0.0,0.0,0.0,0.3424592770750928,0.0,0.14150947689493934,0.0,0.0,0.17146918088823973,0.1502546984277783,0.15255734206145025,0.0,0.0,0.0,71
50,0.0,0.0,0.0,0.0,0.0,0.2057344485284691,0.21727337891356524,0.0,0.0,0.0,0.8261351920292699,0.38708660311585136,0.0,0.27951783786220497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
51,0.0,0.3512711826024264,0.0,0.0,0.0,0.18864644591975208,0.39845393922299677,0.0,0.0,0.0,0.6060140883173012,0.17746787779891487,0.0,0.25630149477170233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3426540747787859,0.0,0.31686801504475026,0.0,0.0,0.0,0.0,74
52,0.0,0.0,0.12006935371760193,0.0,0.0,0.09742206922946849,0.10288613459553332,0.0,0.0,0.0,0.31296188050739043,0.9164915772803582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16614687525293684,0.0,0.0,0.0,76
53,0.0,0.0,0.0,0.0,0.0,0.14316320086472248,0.0,0.0,0.0,0.0,0.22995110305318883,0.9427587420872425,0.0,0.1945064069404126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77
54,0.25773321563940443,0.0,0.0,0.0,0.0,0.0,0.30061025850892376,0.0,0.0,0.0,0.45720228567538146,0.26777832703169757,0.0,0.38672905957356013,0.0,0.35822636122605817,0.20639270441936372,0.22415961745321547,0.0,0.0,0.0,0.0,0.27243001503654796,0.0,0.22514460257912058,0.0,0.25851251514604673,0.0,0.0,0.0,0.0,0.0,0.0,78
55,0.0,0.0,0.0,0.0,0.0,0.4744157628624763,0.12525602365605196,0.0,0.0,0.0,0.2857554192971259,0.5578793057766632,0.0,0.3222787171316085,0.0,0.0,0.17199632238379475,0.18680229001977341,0.0,0.0,0.3313513547025346,0.0,0.0,0.0,0.0,0.20447464588561207,0.21543010456881992,0.0,0.0,0.0,0.0,0.0,0.0,79
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15338069675653587,0.988167173034239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80
57,0.3487445390373292,0.0,0.5933707789812479,0.0,0.0,0.19258006250159515,0.2033812090799032,0.0,0.0,0.0,0.46398792634014874,0.09058420059787095,0.0,0.2616458404065732,0.0,0.0,0.1396372764465561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33201038554916257,0.0,0.0,0.16173764060212567,0.0,0.0,0.0,0.0,81
58,0.17228837268809194,0.0,0.0,0.0,0.0,0.28541785060341307,0.20095063076507386,0.0,0.0,0.0,0.15281429208274017,0.3580065696303473,0.0,0.12925947511233019,0.0,0.0,0.5518739692264946,0.0,0.0,0.0,0.0,0.0,0.18211282486657968,0.0,0.1505036791692959,0.16402128962279874,0.17280931541370434,0.1823675922919654,0.4794142149781851,0.0,0.0,0.0,0.0,82
59,0.0,0.0,0.16836199457381404,0.0,0.0,0.2732116628121233,0.1442675778470064,0.0,0.0,0.0,0.5485463692063616,0.2570220379863701,0.0,0.371194682340303,0.0,0.0,0.0,0.2151554322962464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23551012583670108,0.0,0.26185268209991597,0.2294557866178402,0.0,0.0,0.0,0.38532309577459445,83
60,0.0,0.0,0.0,0.0,0.0,0.6056421190971226,0.0,0.0,0.0,0.0,0.6809546779511847,0.2279015033816763,0.0,0.1645692074022169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2318604745998452,0.0,0.19161667777533706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85
61,0.0,0.0,0.3050131434041956,0.0,0.0,0.37122309714237905,0.1306812369436877,0.0,0.0,0.2960342438850692,0.2981323417998049,0.2328170913180913,0.0,0.504356359471761,0.0,0.3114561972905385,0.17944599790745136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19574964142723061,0.0,0.0,0.23719281147236168,0.20784688054377307,0.0,0.0,0.0,0.0,86
62,0.2115670707537994,0.6526301460082812,0.0,0.0,0.0,0.0,0.12338190805848118,0.0,0.0,0.0,0.28147986693035354,0.6594385918116904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89
63,0.1908938418872945,0.0,0.3897551874827072,0.0,0.0,0.0,0.11132567258577239,0.0,0.0,0.0,0.4232918747768995,0.495834748098121,0.0,0.14321824171616476,0.0,0.0,0.15286774809516426,0.3320541395137766,0.0,0.0,0.294500107442012,0.0,0.0,0.0,0.0,0.18173399422658068,0.19147104136247567,0.0,0.17706209638466308,0.17977556167573833,0.0,0.0,0.0,91
64,0.29835955759369365,0.0,0.0,0.0,0.0,0.0,0.1739976423185088,0.0,0.0,0.0,0.5292708250526199,0.7749701856253662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92
65,0.0,0.0,0.0,0.0,0.0,0.2114962323517813,0.4467166423439408,0.0,0.0,0.0,0.509563124047924,0.1989636610164564,0.0,0.5746919877133941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35524862929705125,0.0,0.0,0.0,0.0,93
66,0.0,0.0,0.0,0.0,0.0,0.17266446769308721,0.0911743088780727,0.0,0.0,0.2065385836690134,0.20800239463230405,0.0,0.0,0.0,0.0,0.0,0.5007869598662607,0.13597405691371897,0.0,0.0,0.0,0.0,0.16525462877949568,0.0,0.6828577188150184,0.0,0.0,0.0,0.14501160326641063,0.1472338968024125,0.0,0.2652632259221183,0.0,95
67,0.2751307165736427,0.0,0.0936241341961181,0.0,0.0,0.15192980724549596,0.0802255111237428,0.0,0.0,0.18173610138113694,0.18302412850372887,0.2858538928183779,0.0,0.30962552600085896,0.0,0.3824073479050071,0.5508115486938212,0.11964541711042788,0.0,0.0,0.0,0.0,0.14540978947401553,0.0,0.24034230778755278,0.13096442389920102,0.0,0.0,0.2551953534735063,0.1295531029635772,0.0,0.0,0.0,96
68,0.0,0.28414317172763665,0.0,0.0,0.0,0.3051921258195131,0.16115464587702166,0.5083630835674394,0.0,0.0,0.3676534833224616,0.5742148878136637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2771727953648837,0.0,0.0,0.0,0.0,0.0,0.0,97
69,0.0,0.0,0.0,0.0,0.0,0.30831505232683565,0.0,0.0,0.0,0.0,0.3301471604538456,0.8701359481722827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1969977478330291,0.0,0.0,0.0,0.0,0.0,98
70,0.16740119957688457,0.0,0.34178936984483904,0.0,0.0,0.0,0.0,0.0,0.0,0.22115190740242574,0.5939181015646384,0.0,0.0,0.0,0.0,0.0,0.13405484511572788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5849378235009837,0.15936862256347661,0.0,0.0,0.0,0.0,0.0,0.0,0.26074637257028727,100
71,0.0,0.0,0.0,0.0,0.0,0.27390013982528033,0.5785244939813917,0.0,0.0,0.0,0.549928673175241,0.38650457717313164,0.0,0.3721300706892739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102
72,0.0,0.0,0.14490878490666784,0.0,0.0,0.35272898299275135,0.12417077535911622,0.0,0.0,0.0,0.6609856531993717,0.5530457053731224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21356356635957585,0.22537600652512396,0.0,0.0,0.0,0.0,0.0,104
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105
74,0.0,0.5387605940745693,0.0,0.0,0.0,0.09644521223442151,0.0,0.0,0.0,0.0,0.077455948189019,0.8165716745997257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16627272669026094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107
75,0.0,0.0,0.18326955265413342,0.0,0.0,0.14870155034162788,0.0,0.0,0.0,0.0,0.5971172291524698,0.2797799707900469,0.5425401798382831,0.2020309974121714,0.0,0.0,0.2156430860324742,0.23420630010861537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27009887147387035,0.0,0.0,0.0,0.0,0.0,0.0,109
76,0.0,0.3056284323614246,0.0,0.0,0.0,0.0,0.17334022664590432,0.0,0.0,0.0,0.3954533099523789,0.0,0.0,0.0,0.0,0.0,0.23802353478932667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5659397516638395,0.29813099651679575,0.0,0.0,0.0,0.0,0.5043173704080803,0.0,110
77,0.0,0.6060946961138666,0.0,0.0,0.0,0.0,0.17187633882998402,0.0,0.0,0.0,0.1307045464056448,0.7655220865800901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
78,0.0,0.6471348501529596,0.0,0.0,0.0,0.08688421905814192,0.0,0.0,0.0,0.0,0.06977743543612602,0.735621713187284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1663112226746171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113
79,0.0,0.0,0.6355821513422824,0.0,0.0,0.30941981329248236,0.0,0.0,0.0,0.0,0.4969952260312365,0.0,0.0,0.0,0.0,0.0,0.0,0.16244634411464276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3556290309368034,0.0,0.0,0.0,0.0,0.0,0.3169063441745191,0.0,114
80,0.30492374917793696,0.0,0.3112871841589954,0.0,0.0,0.2525727062436765,0.08891287725418386,0.0,0.0,0.0,0.5409152822425153,0.0,0.0,0.0,0.0,0.0,0.24418287366800798,0.3978043194697743,0.0,0.0,0.0,0.0,0.0,0.0,0.1331841069752788,0.43543843786250636,0.0,0.0,0.0,0.14358199755102768,0.0,0.0,0.0,117
