,he,it,she,they,we,you,id
44,0.0,0.0,0.0,0.0,0.0,0.0,64
45,0.0,0.0,0.0,0.0,0.0,0.0,65
46,0.0,0.0,0.0,0.0,0.0,0.0,66
47,0.0,0.0,0.0,0.0,0.0,0.0,67
48,0.0,0.0,0.0,0.0,0.0,0.0,68
49,0.0,1.0,0.0,0.0,0.0,0.0,71
50,0.0,0.0,0.0,0.0,0.0,0.0,73
51,0.0,0.0,0.0,0.0,0.0,0.0,74
52,0.0,0.0,0.0,0.0,0.0,0.0,76
53,0.0,0.0,0.0,0.0,0.0,0.0,77
54,0.0,0.0,0.0,0.0,0.0,0.0,78
55,0.0,1.0,0.0,0.0,0.0,0.0,79
56,0.0,0.0,0.0,0.0,0.0,0.0,80
57,0.0,0.0,0.0,0.0,0.0,0.0,81
58,0.0,0.0,0.0,1.0,0.0,0.0,82
59,0.0,0.0,0.0,0.0,0.0,0.0,83
60,0.0,0.0,0.0,0.0,0.0,0.0,85
61,0.0,0.0,0.0,0.0,0.0,0.0,86
62,0.0,0.0,0.0,0.0,0.0,0.0,89
63,0.0,0.0,0.0,0.0,0.0,0.0,91
64,0.0,0.0,0.0,0.0,0.0,0.0,92
65,0.0,0.0,0.0,0.0,0.0,0.0,93
66,0.0,1.0,0.0,0.0,0.0,0.0,95
67,0.0,0.7120010461412366,0.0,0.0,0.0,0.7021784034658034,96
68,0.0,0.0,0.0,0.0,0.0,0.0,97
69,0.0,0.0,0.0,0.0,0.0,0.0,98
70,0.0,0.0,0.0,0.0,0.0,0.0,100
71,0.0,0.0,0.0,0.0,0.0,0.0,102
72,0.0,0.0,0.0,0.0,0.0,0.0,104
73,0.0,0.0,0.0,0.0,0.0,0.0,105
74,0.0,0.0,0.0,0.0,0.0,0.0,107
75,0.0,0.0,0.0,0.0,0.0,0.0,109
76,0.0,0.0,0.0,1.0,0.0,0.0,110
77,0.0,0.0,0.0,0.0,0.0,0.0,112
78,0.0,0.0,0.0,0.0,0.0,0.0,113
79,0.0,0.0,0.0,0.0,0.0,0.0,114
80,0.0,0.0,0.0,0.0,1.0,0.0,117
81,0.0,0.0,0.0,0.0,0.0,1.0,118
82,0.0,0.0,0.0,0.0,0.0,0.0,119
83,0.0,0.0,0.0,0.0,0.0,0.0,120
84,0.0,0.0,0.0,0.0,0.0,0.0,121
85,0.0,0.0,0.0,0.0,0.0,0.0,126
86,0.0,0.0,0.0,0.0,0.0,0.0,128
87,0.0,0.0,0.0,0.0,0.0,0.0,129
88,0.0,0.0,0.0,0.0,0.0,0.0,130
89,0.0,0.0,0.0,0.0,0.0,0.0,131
90,0.0,1.0,0.0,0.0,0.0,0.0,132
91,0.0,0.0,0.0,0.0,0.0,0.0,133
92,0.0,0.0,0.0,0.0,0.0,0.0,134
93,0.0,0.0,0.0,0.0,0.0,0.0,135
94,0.0,0.0,0.0,0.0,0.0,0.0,136
95,0.0,0.0,0.0,0.0,0.0,0.0,137
96,0.0,0.0,0.0,0.0,0.7933742629641334,0.6087341610802849,138
97,0.0,0.0,0.0,0.0,0.0,0.0,139
98,0.0,0.8968881599473338,0.0,0.0,0.0,0.4422574233930796,141
99,0.0,0.0,0.0,0.0,0.0,0.0,143
100,0.0,0.0,0.0,1.0,0.0,0.0,144
101,0.0,0.0,0.0,0.0,0.0,0.0,145
102,0.0,0.0,0.0,0.0,0.0,0.0,146
103,0.0,0.0,0.0,0.0,0.0,0.0,149
104,0.0,0.0,0.0,0.0,0.0,0.0,151
105,0.0,0.0,0.0,0.0,0.0,0.0,153
106,0.0,0.0,0.0,0.0,0.0,0.0,156
107,0.0,0.0,0.0,0.0,0.0,0.0,157
108,0.0,0.0,0.0,0.0,0.0,0.0,158
109,0.0,0.0,0.0,0.0,0.0,0.0,159
110,0.0,0.0,0.0,0.0,0.0,0.0,160
111,0.0,0.0,0.0,0.0,0.0,0.0,161
112,0.0,0.0,0.0,0.0,0.0,0.0,162
113,0.0,0.0,0.0,0.0,0.0,0.0,163
114,0.0,0.0,0.0,0.0,0.0,0.0,164
115,0.0,0.0,0.0,0.0,0.0,0.0,165
116,0.0,0.0,0.0,0.0,0.0,0.0,168
117,0.0,0.0,0.0,0.0,0.0,0.0,170
118,0.0,0.0,0.0,0.0,0.0,0.0,171
119,0.0,0.0,0.0,0.0,0.0,0.0,172
120,0.0,0.0,0.0,0.0,0.0,1.0,173
121,0.0,0.0,0.0,0.0,0.0,0.0,174
122,0.0,0.0,0.0,0.0,0.0,1.0,175
123,0.0,0.0,0.0,0.0,0.0,0.0,176
124,0.0,0.0,0.0,0.0,0.0,0.0,178
125,0.0,0.0,0.0,0.0,0.0,1.0,180
126,0.0,0.7120010461412366,0.0,0.0,0.0,0.7021784034658034,182
127,0.0,0.8412505070413054,0.0,0.0,0.5406455256475787,0.0,183
128,0.0,0.0,0.0,0.0,0.0,1.0,184
129,0.0,0.0,0.0,0.0,0.0,0.0,185
130,0.0,0.0,0.0,0.0,0.0,1.0,187
131,0.0,0.0,0.0,0.0,0.0,0.0,190
132,0.0,1.0,0.0,0.0,0.0,0.0,191
133,0.0,1.0,0.0,0.0,0.0,0.0,193
134,0.0,0.0,0.0,0.0,0.0,0.0,194
135,0.0,0.0,0.0,0.0,0.0,0.0,195
136,0.0,0.0,0.0,0.0,0.0,0.0,196
137,0.0,0.0,0.0,0.0,0.0,0.0,197
138,0.0,0.0,0.0,0.0,0.0,0.0,198
139,0.0,0.0,0.0,0.0,0.0,0.0,199
140,0.0,0.0,0.0,1.0,0.0,0.0,201
141,0.0,0.0,0.0,0.0,0.0,0.0,203
142,0.0,0.0,0.0,0.0,0.0,0.0,204
143,0.0,0.0,0.0,0.0,0.0,0.0,205
144,0.0,0.0,0.0,0.0,0.0,0.0,208
145,0.0,0.0,0.0,0.0,0.0,0.0,209
146,0.0,0.0,0.0,0.0,0.0,0.0,210
147,0.0,0.0,0.0,0.0,0.0,0.0,211
148,0.0,0.0,0.0,0.0,0.0,0.0,212
149,0.0,0.0,0.0,0.0,0.0,0.0,213
150,0.0,0.6026544594326402,0.0,0.7980022572185823,0.0,0.0,215
151,0.0,0.0,0.0,0.0,0.0,0.0,216
152,0.0,0.0,0.0,0.0,0.0,0.0,218
153,0.0,0.0,0.0,0.0,0.0,0.0,219
154,0.0,0.0,0.0,0.0,0.0,0.0,220
155,0.0,0.0,0.0,0.0,0.0,0.0,221
156,0.0,0.0,0.0,0.0,0.0,0.0,222
157,0.0,0.0,0.0,0.0,0.0,0.0,225
158,0.0,0.0,0.0,0.0,0.0,0.0,226
159,0.0,0.0,0.0,0.0,0.0,0.0,229
160,0.0,0.0,0.0,0.0,0.0,1.0,231
161,0.0,0.0,1.0,0.0,0.0,0.0,232
162,0.0,0.0,0.0,0.0,0.0,0.0,235
163,0.0,0.0,0.0,0.0,0.0,0.0,237
164,0.0,0.0,0.0,0.0,0.0,0.0,238
165,0.0,0.0,0.0,0.0,0.0,0.0,240
166,0.0,1.0,0.0,0.0,0.0,0.0,241
167,0.0,0.0,0.0,0.0,0.0,0.0,242
168,0.0,0.0,0.0,0.0,0.0,0.0,243
169,0.0,0.0,0.0,0.0,0.0,0.0,244
170,0.0,0.0,0.0,0.0,0.0,0.0,245
171,0.0,0.0,0.0,0.0,0.0,0.0,246
172,0.0,0.0,0.0,0.0,0.0,0.0,247
173,0.0,0.0,0.0,0.0,0.0,0.0,248
174,0.0,0.0,0.0,0.0,0.0,0.0,249
175,0.0,0.0,0.0,0.0,0.0,0.0,251
176,0.0,0.0,0.0,0.0,0.0,0.0,252
177,0.0,0.0,0.0,0.0,0.0,0.0,253
178,0.0,0.0,0.0,0.0,0.0,0.0,254
179,0.0,0.0,0.0,0.0,0.0,0.0,256
180,0.0,1.0,0.0,0.0,0.0,0.0,258
181,0.0,0.0,0.0,0.0,0.0,0.0,260
182,0.0,0.0,0.0,0.0,0.0,0.0,261
183,0.0,0.0,0.0,0.0,0.0,0.0,262
184,0.0,0.0,0.0,0.0,0.0,0.0,263
185,0.0,0.0,0.0,0.0,0.0,1.0,264
186,0.0,0.0,0.0,0.0,0.0,0.0,265
187,0.0,0.0,0.0,0.0,0.0,0.0,266
188,0.0,0.0,0.0,0.0,0.0,1.0,267
189,0.0,0.0,0.0,0.0,0.0,0.0,268
190,0.0,0.0,0.0,0.0,0.0,0.0,269
191,0.0,0.0,0.0,0.0,0.0,0.0,270
192,0.0,0.0,0.0,0.0,0.0,0.0,271
193,0.0,0.0,0.0,0.0,0.0,0.0,272
194,0.7986547119834686,0.6017895404762391,0.0,0.0,0.0,0.0,273
195,0.0,0.0,0.0,0.0,0.0,1.0,274
196,0.0,0.0,0.0,0.0,0.0,0.0,276
197,0.0,0.0,0.0,0.0,0.0,0.0,277
198,0.0,0.0,0.0,0.0,0.0,0.0,279
199,1.0,0.0,0.0,0.0,0.0,0.0,280
200,0.0,0.0,0.0,0.0,0.0,0.0,281
201,0.0,0.0,0.0,0.0,0.0,0.0,283
202,0.0,0.0,0.0,0.0,0.0,0.0,285
203,0.0,0.0,0.0,0.0,0.0,0.0,287
204,0.0,0.0,0.0,0.0,0.0,0.0,289
205,0.0,0.0,0.0,0.0,0.0,0.0,290
206,0.0,0.0,0.0,0.0,1.0,0.0,291
207,0.0,0.0,0.0,0.0,0.0,0.0,293
208,0.0,0.0,0.0,0.0,0.0,0.0,294
209,1.0,0.0,0.0,0.0,0.0,0.0,296
210,0.0,0.0,0.0,0.8020029842116959,0.0,0.5973200258785356,297
211,0.0,0.0,0.0,0.0,0.0,0.0,298
212,0.0,0.0,0.0,0.0,0.0,0.0,299
213,0.0,0.0,0.0,0.0,0.0,0.0,301
214,0.0,0.0,0.0,0.0,0.0,0.0,302
215,0.0,0.0,0.0,0.0,0.0,0.0,303
216,0.0,0.0,0.0,1.0,0.0,0.0,307
217,0.0,0.0,0.0,0.0,0.0,1.0,309
218,0.0,0.0,0.0,0.0,0.0,0.0,310
219,0.0,0.0,0.0,0.0,0.0,1.0,312
220,0.0,0.0,0.0,0.0,0.0,0.0,313
221,0.0,0.0,0.0,0.0,0.0,0.0,314
222,0.0,0.0,0.0,0.0,0.0,1.0,315
223,0.0,0.0,0.0,0.0,0.0,0.0,316
224,0.0,0.0,0.0,0.0,0.0,0.0,318
225,0.0,0.0,0.0,0.0,1.0,0.0,320
226,0.0,0.0,0.0,0.0,0.0,0.0,321
227,0.0,0.0,0.0,0.0,0.0,0.0,322
228,0.0,0.0,0.0,0.0,0.0,0.0,327
229,0.0,0.0,0.0,0.0,0.0,0.0,328
230,0.0,0.0,0.0,0.0,0.0,1.0,329
231,0.0,0.0,0.0,0.0,0.0,0.0,330
232,0.0,0.0,0.0,0.0,0.0,0.0,331
233,0.0,1.0,0.0,0.0,0.0,0.0,332
234,0.0,0.0,0.0,0.0,0.0,1.0,334
235,0.0,0.0,0.0,0.0,0.0,0.0,335
236,0.0,0.0,0.0,0.0,0.0,0.0,336
237,0.0,0.0,0.0,0.0,0.0,0.0,337
238,0.0,0.0,0.0,0.0,0.0,0.0,338
239,0.0,0.0,0.0,0.0,0.0,0.0,340
240,0.0,0.0,0.0,0.0,0.0,0.0,341
241,0.0,0.0,0.0,0.0,0.0,0.0,344
242,0.0,0.0,0.0,0.0,0.0,0.0,345
243,0.0,0.0,0.0,0.0,0.0,0.0,346
244,0.0,0.0,0.0,0.0,1.0,0.0,347
245,0.0,0.0,0.0,0.0,0.0,0.0,348
246,0.0,0.0,0.0,0.0,0.0,0.0,349
247,0.0,0.0,0.0,0.0,0.0,0.0,352
248,0.0,0.0,0.0,0.0,0.0,0.0,353
249,0.0,0.0,0.0,0.0,0.0,0.0,354
250,0.0,0.0,0.0,0.0,0.0,0.0,355
251,0.0,0.0,0.0,0.0,0.0,0.0,356
252,0.0,0.0,0.0,0.0,0.0,1.0,358
253,0.0,0.0,0.0,0.0,0.0,0.0,360
254,0.0,0.0,0.0,0.0,0.0,0.0,361
255,0.0,0.0,0.0,0.0,0.0,0.0,363
256,0.0,0.0,0.0,0.0,0.0,0.0,364
257,0.0,0.0,0.0,0.0,1.0,0.0,365
258,0.0,0.0,0.0,0.0,0.0,0.0,368
259,0.0,0.0,0.0,0.0,0.0,0.0,370
260,0.0,0.0,0.0,0.0,0.0,0.0,371
261,0.0,0.0,0.0,0.0,1.0,0.0,372
262,0.0,0.0,0.0,0.0,1.0,0.0,375
263,0.0,0.0,0.0,0.0,0.0,0.0,380
264,0.0,0.0,0.0,0.0,0.0,0.0,381
265,1.0,0.0,0.0,0.0,0.0,0.0,383
266,0.0,0.0,0.0,0.0,0.0,0.0,384
267,0.0,0.0,0.0,0.0,0.0,0.0,386
268,0.0,0.0,0.0,0.0,0.0,0.0,389
269,0.0,0.0,0.0,0.0,0.0,0.0,390
270,0.0,0.0,0.0,0.0,0.0,0.0,393
271,0.0,0.0,0.0,0.0,0.0,0.0,394
272,0.0,0.0,0.0,0.0,0.0,0.0,396
273,0.0,0.0,0.0,0.0,0.0,0.0,397
274,0.0,0.0,0.0,0.0,0.0,0.0,398
275,0.0,0.0,0.0,0.0,0.0,0.0,401
276,0.0,0.0,0.0,0.0,0.0,0.0,402
277,0.0,1.0,0.0,0.0,0.0,0.0,404
278,0.0,0.0,0.0,0.0,0.0,0.0,406
279,0.0,0.0,1.0,0.0,0.0,0.0,407
280,0.0,1.0,0.0,0.0,0.0,0.0,409
281,0.0,1.0,0.0,0.0,0.0,0.0,410
282,0.0,0.0,0.0,0.0,0.0,0.0,412
283,0.0,0.0,0.0,0.0,0.0,0.0,413
284,0.0,0.0,0.0,0.0,0.0,0.0,415
285,0.0,1.0,0.0,0.0,0.0,0.0,418
286,0.0,0.0,0.0,0.0,0.0,0.0,419
287,0.0,0.0,0.0,0.0,0.0,0.0,420
288,0.0,0.0,0.0,0.0,0.0,0.0,421
289,0.0,1.0,0.0,0.0,0.0,0.0,423
290,0.0,1.0,0.0,0.0,0.0,0.0,424
291,0.0,1.0,0.0,0.0,0.0,0.0,426
292,0.0,1.0,0.0,0.0,0.0,0.0,427
293,0.0,0.0,0.0,0.0,0.0,1.0,429
294,0.0,0.0,0.0,0.0,0.0,0.0,432
295,0.0,0.0,0.0,0.0,0.0,0.0,435
296,0.0,0.0,0.0,0.0,0.0,1.0,436
297,0.0,0.0,0.0,0.0,0.0,0.0,437
298,0.0,0.0,0.0,0.0,0.0,0.0,438
299,0.0,0.0,0.0,0.0,0.0,0.0,440
300,0.0,0.0,0.0,0.0,0.0,0.0,442
301,0.0,0.0,0.0,0.0,0.0,0.0,443
302,0.0,0.0,0.0,0.0,0.0,0.0,444
303,0.0,0.0,0.0,0.0,0.0,0.0,445
304,0.0,0.0,0.0,0.0,0.0,0.0,446
305,0.0,0.0,0.0,0.0,0.0,0.0,447
306,0.0,0.0,0.0,0.0,0.0,0.0,448
307,0.0,0.0,0.0,0.0,0.0,0.0,450
308,0.0,0.0,0.0,0.0,0.0,0.0,451
309,0.0,0.0,0.0,0.0,0.0,0.0,452
310,0.0,0.0,0.0,0.0,0.0,0.0,453
311,0.0,0.0,0.0,0.0,0.0,1.0,454
312,0.0,0.0,0.0,0.0,0.0,0.0,455
313,0.0,0.0,0.0,0.0,0.0,0.0,456
314,0.0,0.0,0.0,0.0,0.0,0.0,457
315,0.0,0.0,0.0,0.0,0.0,0.0,459
316,0.0,0.0,0.0,0.0,0.0,0.0,461
317,0.0,0.0,0.0,0.0,0.0,0.0,462
318,0.0,0.0,0.0,0.0,0.0,0.0,463
319,0.0,0.0,0.0,0.0,0.0,0.0,465
320,0.0,0.0,0.0,0.0,0.0,0.0,466
321,0.0,0.0,0.0,0.0,0.0,0.0,467
322,0.0,0.0,0.0,0.0,0.0,0.0,468
323,0.0,0.0,0.0,0.0,0.0,0.0,469
324,0.0,0.0,0.0,0.0,0.0,1.0,470
325,0.0,1.0,0.0,0.0,0.0,0.0,471
326,0.0,0.0,0.0,0.0,0.0,0.0,472
327,0.0,0.0,0.0,0.0,0.0,0.0,474
328,0.0,0.0,0.0,0.0,0.0,0.0,475
329,0.0,0.0,0.0,0.0,0.0,0.0,476
330,0.0,0.0,0.0,0.0,0.0,0.0,477
331,0.0,0.0,0.0,0.0,0.0,1.0,478
332,0.0,0.0,0.0,0.0,0.0,0.0,479
333,0.0,0.0,0.0,0.0,0.0,0.0,480
334,0.0,0.0,0.0,0.0,0.0,0.0,481
335,0.0,0.0,0.0,0.0,0.0,1.0,482
336,0.0,0.0,0.0,0.0,0.0,0.0,483
337,0.0,0.0,0.0,0.0,0.0,0.0,484
338,0.0,0.0,0.0,0.0,0.0,0.0,485
339,0.0,0.0,0.0,0.0,1.0,0.0,486
340,0.0,0.0,0.0,0.0,0.0,0.0,487
341,0.0,0.0,0.0,0.0,0.0,0.0,489
342,0.0,1.0,0.0,0.0,0.0,0.0,490
343,0.0,0.3202006787720553,0.0,0.0,0.0,0.9473497375910943,492
344,0.0,0.0,0.0,0.0,0.0,0.0,493
345,0.0,0.0,0.0,0.0,0.0,0.0,495
346,0.0,0.0,0.0,0.0,0.0,0.0,496
347,0.0,0.0,0.0,0.0,0.0,0.0,498
348,0.0,0.0,0.0,0.0,0.0,0.0,499
349,0.0,0.0,0.0,0.0,0.0,0.0,501
350,0.0,0.0,0.0,0.0,0.0,0.0,502
351,0.0,0.0,0.0,0.0,0.0,0.0,503
352,0.0,0.0,0.0,0.0,0.0,0.0,504
353,0.0,0.0,0.0,0.0,0.0,0.0,506
354,0.0,0.0,0.0,0.0,0.0,0.0,509
355,0.0,0.0,0.0,0.0,0.0,0.0,512
356,0.0,0.0,0.0,0.0,0.0,1.0,513
357,0.0,0.0,0.0,0.0,0.0,0.0,514
358,0.0,0.0,0.0,0.0,0.0,0.0,516
359,0.0,0.0,0.0,0.0,0.0,0.0,517
360,0.0,0.0,0.0,0.0,0.0,0.0,518
361,0.0,0.0,0.0,0.0,0.0,0.0,519
362,0.0,0.0,0.0,0.0,0.0,0.0,520
363,0.0,0.0,0.0,0.0,0.0,0.0,521
364,0.0,0.0,0.0,0.0,0.0,0.0,522
365,0.0,0.0,0.0,0.0,0.0,0.0,523
366,0.0,0.0,0.0,0.0,0.0,1.0,524
367,0.0,0.0,0.0,0.0,0.0,0.0,526
368,1.0,0.0,0.0,0.0,0.0,0.0,527
369,0.0,0.0,0.0,0.0,0.0,0.0,528
370,0.0,0.0,0.0,0.0,0.0,0.0,530
371,0.0,0.0,0.0,0.0,0.0,0.0,531
372,0.0,0.0,0.0,0.0,0.0,0.0,533
373,0.0,0.0,0.0,0.0,0.0,0.0,535
374,0.0,0.0,0.0,0.0,0.0,0.0,536
375,0.0,0.0,0.0,0.0,0.0,0.0,538
376,0.0,0.0,0.0,0.0,0.0,0.0,540
377,0.0,0.0,0.0,0.0,0.0,0.0,542
378,0.0,0.0,0.0,0.0,0.0,0.0,543
379,0.0,0.0,0.0,0.0,0.0,0.0,544
380,0.0,0.0,0.0,0.0,0.0,0.0,546
381,0.0,0.0,0.0,1.0,0.0,0.0,550
382,0.0,0.0,0.0,0.0,0.0,0.0,551
383,0.0,0.0,0.0,0.0,0.0,0.0,552
384,0.0,0.0,0.0,0.0,0.0,0.0,556
385,0.0,0.0,0.0,0.0,0.0,0.0,558
386,0.0,0.0,0.0,0.0,0.0,0.0,559
387,0.0,0.0,0.0,0.0,0.0,0.0,560
388,0.0,0.0,0.0,0.0,0.0,0.0,561
389,0.0,0.0,0.0,0.0,0.0,0.0,563
390,0.0,0.0,0.0,0.0,0.0,0.0,564
391,0.0,0.0,0.0,0.0,0.0,0.0,565
392,0.0,0.0,0.0,0.0,0.0,0.0,567
393,0.0,0.0,0.0,0.0,0.0,0.0,568
394,0.0,0.0,0.0,0.0,0.0,0.0,569
395,0.0,0.0,0.0,0.0,0.0,0.0,570
396,0.0,0.0,0.0,0.0,0.0,0.0,571
397,0.0,0.0,0.0,0.0,0.0,0.0,574
398,0.0,0.0,0.0,0.0,0.0,0.0,575
399,0.0,0.0,0.0,0.0,0.0,0.0,576
400,0.0,0.0,0.0,0.0,0.0,0.0,577
401,0.0,0.0,0.0,0.0,0.0,0.0,578
402,0.0,0.0,0.0,0.0,0.0,0.0,579
403,0.0,0.0,0.0,0.0,0.0,0.0,580
404,0.0,0.0,0.0,0.0,0.0,0.0,581
405,0.0,0.0,0.0,0.0,0.0,0.0,583
406,0.0,0.0,0.0,0.0,0.0,0.0,584
407,0.0,0.0,0.0,0.0,0.0,0.0,585
408,0.0,0.0,0.0,0.0,0.0,0.0,588
409,0.0,0.0,0.0,0.0,0.0,0.0,589
410,0.0,0.0,0.0,0.0,0.0,0.0,592
411,0.0,0.0,0.0,0.0,0.0,0.0,594
412,0.0,0.0,0.0,0.0,0.0,0.0,598
413,0.0,0.0,0.0,0.0,0.0,0.0,599
414,0.0,0.0,0.0,0.0,0.0,0.0,600
415,0.0,0.0,0.0,0.0,0.0,0.0,603
416,0.0,0.0,0.0,0.0,0.0,0.0,604
417,0.0,0.0,0.0,0.0,0.0,0.0,606
418,0.0,0.0,0.0,0.0,0.0,0.0,607
419,0.0,0.0,0.0,0.0,0.0,0.0,608
420,0.0,0.0,0.0,0.0,0.0,0.0,609
421,0.0,0.0,0.0,0.0,0.0,0.0,611
422,0.0,0.0,0.0,0.0,0.0,1.0,612
423,0.0,0.0,0.0,0.0,0.0,0.0,613
424,0.0,0.0,0.0,0.0,0.0,0.0,614
425,0.0,0.0,0.0,0.0,0.0,0.0,615
426,0.0,0.0,0.0,0.0,0.0,0.0,617
427,0.0,0.0,0.0,0.0,0.0,0.0,619
428,0.0,0.0,0.0,0.0,0.0,0.0,621
429,0.0,0.0,0.0,0.0,0.0,0.0,622
430,0.0,0.0,0.0,0.0,0.0,0.0,623
431,0.0,0.0,0.0,0.0,0.0,0.0,624
432,0.0,0.0,0.0,0.0,0.0,0.0,625
433,0.0,0.0,0.0,0.0,0.0,0.0,628
434,0.0,0.0,0.0,0.0,0.0,0.0,630
435,0.0,0.0,0.0,0.0,0.0,0.0,631
436,0.0,1.0,0.0,0.0,0.0,0.0,633
437,0.0,0.0,0.0,0.0,0.0,0.0,635
438,0.0,0.0,0.0,0.0,0.0,0.0,636
439,0.0,0.0,0.0,0.0,0.0,0.0,637
440,0.0,0.0,0.0,0.0,0.0,0.0,638
441,0.0,0.0,0.0,0.0,0.0,0.0,640
442,0.0,0.0,0.0,0.0,0.0,1.0,641
443,0.0,0.0,0.0,0.0,0.0,0.0,642
444,0.0,0.0,0.0,0.0,0.0,0.0,643
445,0.0,0.0,0.0,0.0,0.0,0.0,644
446,0.0,0.0,0.0,0.0,0.0,0.0,646
447,0.0,0.0,0.0,0.0,0.0,0.0,649
448,0.0,0.0,0.0,0.0,0.0,0.0,651
449,0.0,0.0,0.0,0.0,0.0,0.0,652
450,0.0,0.0,0.0,0.0,0.0,0.0,653
451,0.0,1.0,0.0,0.0,0.0,0.0,654
452,0.0,0.0,0.0,0.0,0.0,0.0,655
453,0.0,1.0,0.0,0.0,0.0,0.0,656
454,0.0,0.0,0.0,0.0,0.0,0.0,657
455,0.0,0.0,0.0,0.0,0.0,0.0,658
456,0.0,0.0,0.0,0.0,0.0,0.0,659
457,0.0,0.0,0.0,0.0,0.0,0.0,660
458,0.0,0.0,0.0,0.0,0.0,0.0,661
459,0.0,0.0,0.0,0.0,0.0,0.0,662
460,0.0,0.0,0.0,0.0,0.0,0.0,664
461,0.0,0.0,0.0,0.0,0.0,0.0,665
462,0.0,0.0,0.0,0.0,0.0,0.0,667
463,0.0,0.0,0.0,0.0,0.0,0.0,669
464,0.0,0.0,0.0,0.0,0.0,0.0,671
465,0.0,0.0,0.0,0.0,0.0,1.0,672
466,0.0,0.0,0.0,0.0,0.0,0.0,674
467,0.0,0.0,0.0,0.0,0.0,0.0,675
468,0.0,0.0,0.0,0.0,0.0,0.0,677
469,0.0,0.0,0.0,0.0,0.0,0.0,679
470,0.0,0.0,0.0,0.0,0.0,0.0,680
471,0.0,0.0,0.0,0.0,0.0,0.0,681
472,0.0,0.0,0.0,0.0,0.0,0.0,682
473,0.0,0.0,0.0,0.0,0.0,0.0,683
474,0.0,0.0,0.0,0.0,0.0,0.0,684
475,0.0,0.0,0.0,0.0,0.0,0.0,685
476,0.0,0.0,1.0,0.0,0.0,0.0,686
477,0.0,0.0,0.0,0.0,0.0,0.0,687
478,0.0,1.0,0.0,0.0,0.0,0.0,688
479,0.0,0.0,0.0,0.0,0.0,0.0,689
480,0.0,0.0,0.0,0.0,0.0,0.0,690
481,0.0,0.0,0.0,0.0,0.0,0.0,691
482,0.0,0.0,0.0,0.0,0.0,0.0,697
483,0.0,0.0,0.0,0.0,0.0,0.0,699
484,1.0,0.0,0.0,0.0,0.0,0.0,700
485,0.0,0.0,0.0,0.0,0.0,0.0,702
486,0.0,0.0,0.0,0.0,0.0,0.0,704
487,0.0,1.0,0.0,0.0,0.0,0.0,705
488,0.0,0.0,0.0,0.0,0.0,0.0,706
489,0.0,0.0,0.0,0.0,0.0,0.0,709
490,0.0,0.0,0.0,0.0,0.0,0.0,710
491,0.0,0.0,0.0,0.0,0.0,0.0,712
492,0.0,0.0,0.0,0.0,0.0,0.0,713
493,0.0,0.0,0.0,0.0,0.0,0.0,714
494,0.0,0.0,0.0,0.0,0.0,0.0,716
