,id,cities,counties,country,states,continent,has_location,has_country,has_city,has_county,has_state,has_continent
149,213,,,,,,1,0,0,0,0,0
150,215,,,MX,,NA,1,1,0,0,0,1
151,216,,,,,,1,0,0,0,0,0
152,218,,,,,,0,0,0,0,0,0
153,219,,,IN,,AS,1,1,0,0,0,1
154,220,,,,,,1,0,0,0,0,0
155,221,,,,,,1,0,0,0,0,0
156,222,,,,,,0,0,0,0,0,0
157,225,,,,,,1,0,0,0,0,0
158,226,,,CA,,NA,1,1,0,0,0,1
159,229,,,,,,0,0,0,0,0,0
160,231,,,,,,1,0,0,0,0,0
161,232,,,,,,1,0,0,0,0,0
162,235,,,IN,,AS,1,1,0,0,0,1
163,237,,,,,,0,0,0,0,0,0
164,238,,,,,,0,0,0,0,0,0
165,240,,,IL,,AS,1,1,0,0,0,1
166,241,,,,,,1,0,0,0,0,0
167,242,,,,,,1,0,0,0,0,0
168,243,,,IT,,EU,1,1,0,0,0,1
169,244,,,,,,0,0,0,0,0,0
170,245,Toronto,,CA,,NA,1,1,1,0,0,1
171,246,,,,,,0,0,0,0,0,0
172,247,Jackson,,US,,NA,1,1,1,0,0,1
173,248,,,,,,1,0,0,0,0,0
174,249,,,,,,0,0,0,0,0,0
175,251,Orleans,,BR,,SA,1,1,1,0,0,1
176,252,,,,,,1,0,0,0,0,0
177,253,,,,,,0,0,0,0,0,0
178,254,,,,,,1,0,0,0,0,0
179,256,Cambridge,,GB,,EU,1,1,1,0,0,1
180,258,,,US,Arizona,NA,1,1,0,0,1,1
181,260,Mumbai,,IN,,AS,1,1,1,0,0,1
182,261,,,,,,0,0,0,0,0,0
183,262,Amsterdam,,NL,,EU,1,1,1,0,0,1
184,263,,,,,,1,0,0,0,0,0
185,264,,,,,,0,0,0,0,0,0
186,265,,,,,,1,0,0,0,0,0
187,266,,,,,,0,0,0,0,0,0
188,267,Williamstown,,US,,NA,1,1,1,0,0,1
189,268,,,US,North Carolina,NA,1,1,0,0,1,1
190,269,,,,,,0,0,0,0,0,0
191,270,Karachi,,PK,,AS,1,1,1,0,0,1
192,271,,,,,,1,0,0,0,0,0
193,272,,,,,,1,0,0,0,0,0
194,273,,,US,Colorado,NA,1,1,0,0,1,1
195,274,,,,,,0,0,0,0,0,0
196,276,,,,,,0,0,0,0,0,0
197,277,,,,,,0,0,0,0,0,0
198,279,,,,,,0,0,0,0,0,0
199,280,,,CA,,NA,1,1,0,0,0,1
200,281,,,,,,1,0,0,0,0,0
201,283,Lexington,,US,,NA,1,1,1,0,0,1
202,285,,,,,,0,0,0,0,0,0
203,287,,,,,,0,0,0,0,0,0
204,289,,,DE,,EU,1,1,0,0,0,1
205,290,,,,,,0,0,0,0,0,0
206,291,,,,,,0,0,0,0,0,0
207,293,,,,,,1,0,0,0,0,0
208,294,,,,,,1,0,0,0,0,0
209,296,,,,,,1,0,0,0,0,0
210,297,,,,,,1,0,0,0,0,0
211,298,York,,GB,,EU,1,1,1,0,0,1
212,299,Boksburg,,ZA,,AF,1,1,1,0,0,1
213,301,,,,,,0,0,0,0,0,0
214,302,,,,,,0,0,0,0,0,0
215,303,,,,,,0,0,0,0,0,0
216,307,,,,,,1,0,0,0,0,0
217,309,,,,,,1,0,0,0,0,0
218,310,Boston,,US,,NA,1,1,1,0,0,1
219,312,,,,,,0,0,0,0,0,0
220,313,,,,,,0,0,0,0,0,0
221,314,,,,,,1,0,0,0,0,0
222,315,,,,,,0,0,0,0,0,0
223,316,,,,,,0,0,0,0,0,0
224,318,,,,,,0,0,0,0,0,0
225,320,,,,,,0,0,0,0,0,0
226,321,,,,,,1,0,0,0,0,0
227,322,London,,GB,,EU,1,1,1,0,0,1
228,327,,,,,,1,0,0,0,0,0
229,328,,,,,,0,0,0,0,0,0
230,329,,,,,,1,0,0,0,0,0
231,330,,,,,,0,0,0,0,0,0
232,331,,,,,,1,0,0,0,0,0
233,332,,,,,,0,0,0,0,0,0
234,334,,,,,,0,0,0,0,0,0
235,335,,,,,,1,0,0,0,0,0
236,336,,,,,,0,0,0,0,0,0
237,337,,,,,,1,0,0,0,0,0
238,338,,,,,,0,0,0,0,0,0
239,340,,,,,,1,0,0,0,0,0
240,341,,,,,,0,0,0,0,0,0
241,344,London,,GB,,EU,1,1,1,0,0,1
242,345,Albany,,US,,NA,1,1,1,0,0,1
243,346,,,US,California,NA,1,1,0,0,1,1
244,347,,,,,,0,0,0,0,0,0
245,348,,,,,,0,0,0,0,0,0
246,349,,,,,,0,0,0,0,0,0
247,352,,,,,,1,0,0,0,0,0
248,353,,,,,,1,0,0,0,0,0
249,354,,,ES,,EU,1,1,0,0,0,1
250,355,,,,,,0,0,0,0,0,0
251,356,,,,,,1,0,0,0,0,0
252,358,,,,,,1,0,0,0,0,0
253,360,,,,,,0,0,0,0,0,0
254,361,,,,,,1,0,0,0,0,0
255,363,,,US,,NA,1,1,0,0,0,1
256,364,,,,,,0,0,0,0,0,0
257,365,,,,,,0,0,0,0,0,0
258,368,Rock Hill,,US,,NA,1,1,1,0,0,1
259,370,,,,,,1,0,0,0,0,0
260,371,,,US,Texas,NA,1,1,0,0,1,1
261,372,,,,,,0,0,0,0,0,0
262,375,,,,,,0,0,0,0,0,0
263,380,Phoenix,,US,,NA,1,1,1,0,0,1
264,381,,,SI,,EU,1,1,0,0,0,1
265,383,,,US,Connecticut,NA,1,1,0,0,1,1
266,384,,,US,Washington,NA,1,1,0,0,1,1
267,386,,,,,,0,0,0,0,0,0
268,389,,,,,,0,0,0,0,0,0
269,390,,,,,,1,0,0,0,0,0
270,393,Houston,,US,,NA,1,1,1,0,0,1
271,394,Chandler,,US,,NA,1,1,1,0,0,1
272,396,Colorado,,US,Colorado,NA,1,1,1,0,1,1
273,397,,,,,,1,0,0,0,0,0
274,398,,,,,,0,0,0,0,0,0
275,401,,,,,,0,0,0,0,0,0
276,402,Texas,,US,Texas,NA,1,1,1,0,1,1
277,404,Grove,,GB,,EU,1,1,1,0,0,1
278,406,Texas,,US,Texas,NA,1,1,1,0,1,1
279,407,,,,,,0,0,0,0,0,0
280,409,,,,,,1,0,0,0,0,0
281,410,Austin,,US,,NA,1,1,1,0,0,1
282,412,Oakland,,US,,NA,1,1,1,0,0,1
283,413,,,,,,0,0,0,0,0,0
284,415,,,,,,0,0,0,0,0,0
285,418,Albuquerque,,US,,NA,1,1,1,0,0,1
286,419,,,,,,0,0,0,0,0,0
287,420,Buenos Aires,,AR,,SA,1,1,1,0,0,1
288,421,,,,,,0,0,0,0,0,0
289,423,,,,,,0,0,0,0,0,0
290,424,,,,,,1,0,0,0,0,0
291,426,,,,,,1,0,0,0,0,0
292,427,Oregon,,US,Oregon,NA,1,1,1,0,1,1
293,429,Harlingen,,US,,NA,1,1,1,0,0,1
294,432,Buffalo,,US,,NA,1,1,1,0,0,1
295,435,,,,,,0,0,0,0,0,0
296,436,,,,,,0,0,0,0,0,0
297,437,,,,,,0,0,0,0,0,0
298,438,,,,,,1,0,0,0,0,0
299,440,,,,,,0,0,0,0,0,0
300,442,,,,,,0,0,0,0,0,0
301,443,,,,,,0,0,0,0,0,0
302,444,Tokyo,,JP,,AS,1,1,1,0,0,1
303,445,,,,,,0,0,0,0,0,0
304,446,,,US,California,NA,1,1,0,0,1,1
305,447,,,US,California,NA,1,1,0,0,1,1
306,448,,,,,,1,0,0,0,0,0
307,450,,,,,,0,0,0,0,0,0
308,451,,,,,,0,0,0,0,0,0
309,452,Holland,,US,,NA,1,1,1,0,0,1
310,453,,,,,,0,0,0,0,0,0
311,454,,,,,,1,0,0,0,0,0
312,455,,,,,,0,0,0,0,0,0
313,456,,,,,,1,0,0,0,0,0
314,457,,,CA,,NA,1,1,0,0,0,1
315,459,,,,,,1,0,0,0,0,0
316,461,,,,,,0,0,0,0,0,0
317,462,,,US,California,NA,1,1,0,0,1,1
318,463,,,,,,0,0,0,0,0,0
319,465,,,US,California,NA,1,1,0,0,1,1
320,466,,,,,,1,0,0,0,0,0
321,467,,,,,,1,0,0,0,0,0
322,468,,,,,,1,0,0,0,0,0
323,469,Derry,,GB,,EU,1,1,1,0,0,1
324,470,,,,,,1,0,0,0,0,0
325,471,Florida,,US,Florida,NA,1,1,1,0,1,1
326,472,,,,,,1,0,0,0,0,0
327,474,,,,,,0,0,0,0,0,0
328,475,,,,,,1,0,0,0,0,0
329,476,,,,,,1,0,0,0,0,0
330,477,,,US,California,NA,1,1,0,0,1,1
331,478,Toronto,,CA,,NA,1,1,1,0,0,1
332,479,,,,,,0,0,0,0,0,0
333,480,,,,,,1,0,0,0,0,0
334,481,Castaic,,US,,NA,1,1,1,0,0,1
335,482,,,FI,,EU,1,1,0,0,0,1
336,483,East Kilbride,,GB,,EU,1,1,1,0,0,1
337,484,,,,,,0,0,0,0,0,0
338,485,,,,,,1,0,0,0,0,0
339,486,,,,,,1,0,0,0,0,0
340,487,Kent,,US,,NA,1,1,1,0,0,1
341,489,,,,,,0,0,0,0,0,0
342,490,,,,,,0,0,0,0,0,0
343,492,,,,,,1,0,0,0,0,0
344,493,,,,,,1,0,0,0,0,0
345,495,,,,,,1,0,0,0,0,0
346,496,,,,,,0,0,0,0,0,0
347,498,,,,,,0,0,0,0,0,0
348,499,,,,,,0,0,0,0,0,0
349,501,,,,,,0,0,0,0,0,0
350,502,,,,,,0,0,0,0,0,0
351,503,,,,,,0,0,0,0,0,0
352,504,,,,,,1,0,0,0,0,0
353,506,,,CY,,EU,1,1,0,0,0,1
354,509,Memphis,,US,,NA,1,1,1,0,0,1
355,512,,,,,,0,0,0,0,0,0
356,513,,,,,,1,0,0,0,0,0
357,514,Hollywood,,US,,NA,1,1,1,0,0,1
358,516,,,,,,0,0,0,0,0,0
359,517,York,,GB,,EU,1,1,1,0,0,1
360,518,,,,,,0,0,0,0,0,0
361,519,,,,,,0,0,0,0,0,0
362,520,,,PK,,AS,1,1,0,0,0,1
363,521,,,MX,,NA,1,1,0,0,0,1
364,522,,,,,,0,0,0,0,0,0
365,523,,,,,,0,0,0,0,0,0
366,524,Campinas,,BR,,SA,1,1,1,0,0,1
367,526,,,,,,0,0,0,0,0,0
368,527,,,,,,1,0,0,0,0,0
369,528,York,,GB,,EU,1,1,1,0,0,1
370,530,,,,,,0,0,0,0,0,0
371,531,,,,,,0,0,0,0,0,0
372,533,,,,,,0,0,0,0,0,0
373,535,,,,,,0,0,0,0,0,0
374,536,Washington,,US,Washington,NA,1,1,1,0,1,1
375,538,Burbank,,US,,NA,1,1,1,0,0,1
376,540,York,,GB,,EU,1,1,1,0,0,1
377,542,,,,,,0,0,0,0,0,0
378,543,,,,,,0,0,0,0,0,0
379,544,,,,,,0,0,0,0,0,0
380,546,,,,,,0,0,0,0,0,0
381,550,,,US,Washington,NA,1,1,0,0,1,1
382,551,,,,,,0,0,0,0,0,0
383,552,Charlotte,,US,,NA,1,1,1,0,0,1
384,556,,,,,,1,0,0,0,0,0
385,558,,,,,,0,0,0,0,0,0
386,559,,,,,,0,0,0,0,0,0
387,560,Jerusalem,,IL,,AS,1,1,1,0,0,1
388,561,,,US,Pennsylvania,NA,1,1,0,0,1,1
389,563,Milwaukee,,US,,NA,1,1,1,0,0,1
390,564,,,,,,1,0,0,0,0,0
391,565,,,US,Texas,NA,1,1,0,0,1,1
392,567,,,,,,0,0,0,0,0,0
393,568,,,,,,1,0,0,0,0,0
394,569,,,,,,0,0,0,0,0,0
395,570,,,KE,,AF,1,1,0,0,0,1
396,571,,,,,,1,0,0,0,0,0
397,574,Jerusalem,,IL,,AS,1,1,1,0,0,1
398,575,Miami,,US,,NA,1,1,1,0,0,1
399,576,,,,,,0,0,0,0,0,0
400,577,,,,,,1,0,0,0,0,0
401,578,,,SG,,AS,1,1,0,0,0,1
402,579,,,KE,,AF,1,1,0,0,0,1
403,580,,,,,,0,0,0,0,0,0
404,581,Chicago,,US,,NA,1,1,1,0,0,1
405,583,,,,,,1,0,0,0,0,0
406,584,,,IL,,AS,1,1,0,0,0,1
407,585,,,,,,0,0,0,0,0,0
408,588,Menasha,,US,,NA,1,1,1,0,0,1
409,589,,,,,,0,0,0,0,0,0
410,592,,,,,,0,0,0,0,0,0
411,594,,,,,,0,0,0,0,0,0
412,598,,,,,,0,0,0,0,0,0
413,599,Atlanta,,US,,NA,1,1,1,0,0,1
414,600,,,,,,1,0,0,0,0,0
415,603,,,,,,0,0,0,0,0,0
416,604,,,,,,1,0,0,0,0,0
417,606,,,,,,1,0,0,0,0,0
418,607,,,,,,0,0,0,0,0,0
419,608,,,,,,0,0,0,0,0,0
420,609,Toronto,,CA,,NA,1,1,1,0,0,1
421,611,,,,,,1,0,0,0,0,0
422,612,,,,,,1,0,0,0,0,0
423,613,,,,,,1,0,0,0,0,0
424,614,,,,,,1,0,0,0,0,0
425,615,,Orange County,US,California,NA,1,1,0,1,1,1
426,617,,,,,,0,0,0,0,0,0
427,619,,,US,North Carolina,NA,1,1,0,0,1,1
428,621,,,,,,0,0,0,0,0,0
429,622,,,,,,0,0,0,0,0,0
430,623,,,AU,,OC,1,1,0,0,0,1
431,624,,,,,,0,0,0,0,0,0
432,625,Washington,,US,Washington,NA,1,1,1,0,1,1
433,628,,,,,,0,0,0,0,0,0
434,630,,,US,California,NA,1,1,0,0,1,1
435,631,,,,,,0,0,0,0,0,0
436,633,,,,,,1,0,0,0,0,0
437,635,York,,GB,,EU,1,1,1,0,0,1
438,636,,,,,,0,0,0,0,0,0
439,637,,,,,,0,0,0,0,0,0
440,638,,,,,,0,0,0,0,0,0
441,640,,,,,,0,0,0,0,0,0
442,641,,,,,,0,0,0,0,0,0
443,642,,,US,,NA,1,1,0,0,0,1
444,643,,,,,,0,0,0,0,0,0
445,644,,,,,,0,0,0,0,0,0
446,646,Dallas,,US,,NA,1,1,1,0,0,1
447,649,,,,,,0,0,0,0,0,0
448,651,,,,,,0,0,0,0,0,0
449,652,,,,,,1,0,0,0,0,0
450,653,,,,,,1,0,0,0,0,0
451,654,,,,,,0,0,0,0,0,0
452,655,,,,,,0,0,0,0,0,0
453,656,,,IE,,EU,1,1,0,0,0,1
454,657,Freeport,,US,,NA,1,1,1,0,0,1
455,658,,,,,,0,0,0,0,0,0
456,659,Dubai,,AE,,AS,1,1,1,0,0,1
457,660,Tucson,,US,,NA,1,1,1,0,0,1
458,661,,,IN,,AS,1,1,0,0,0,1
459,662,Seattle,,US,,NA,1,1,1,0,0,1
460,664,,,,,,0,0,0,0,0,0
461,665,Bellevue,,US,,NA,1,1,1,0,0,1
462,667,,,,,,1,0,0,0,0,0
463,669,,,,,,1,0,0,0,0,0
464,671,,,,,,0,0,0,0,0,0
465,672,,,GB,,EU,1,1,0,0,0,1
466,674,,,,,,0,0,0,0,0,0
467,675,,,,,,1,0,0,0,0,0
468,677,,,,,,0,0,0,0,0,0
469,679,,,,,,1,0,0,0,0,0
470,680,,,,,,1,0,0,0,0,0
471,681,Mumbai,,IN,,AS,1,1,1,0,0,1
472,682,,,US,Oregon,NA,1,1,0,0,1,1
473,683,,,,,,1,0,0,0,0,0
474,684,,,,,,0,0,0,0,0,0
475,685,London,,GB,,EU,1,1,1,0,0,1
476,686,,,,,,1,0,0,0,0,0
477,687,,,,,,0,0,0,0,0,0
478,688,,,US,Ohio,NA,1,1,0,0,1,1
479,689,,,,,,0,0,0,0,0,0
480,690,,,,,,1,0,0,0,0,0
481,691,,,,,,0,0,0,0,0,0
482,697,,,,,,1,0,0,0,0,0
483,699,,,,,,1,0,0,0,0,0
484,700,,,,,,1,0,0,0,0,0
485,702,Texas,,US,Texas,NA,1,1,1,0,1,1
486,704,,,,,,1,0,0,0,0,0
487,705,,,,,,0,0,0,0,0,0
488,706,,,,,,0,0,0,0,0,0
489,709,,,MU,,AF,1,1,0,0,0,1
490,710,,,US,Ohio,NA,1,1,0,0,1,1
491,712,,,,,,0,0,0,0,0,0
492,713,,,,,,0,0,0,0,0,0
493,714,,,,,,0,0,0,0,0,0
494,716,,,,,,0,0,0,0,0,0
495,717,London,,GB,,EU,1,1,1,0,0,1
496,719,,,,,,1,0,0,0,0,0
497,720,,,,,,0,0,0,0,0,0
498,721,Peshawar,,PK,,AS,1,1,1,0,0,1
499,724,,,,,,0,0,0,0,0,0
500,725,,,US,Florida,NA,1,1,0,0,1,1
501,726,,,,,,1,0,0,0,0,0
502,727,,,,,,1,0,0,0,0,0
503,728,,,,,,1,0,0,0,0,0
504,729,,,NL,,EU,1,1,0,0,0,1
505,730,Livingston,,GB,,EU,1,1,1,0,0,1
506,731,,,,,,1,0,0,0,0,0
507,732,,,,,,0,0,0,0,0,0
508,734,,,,,,1,0,0,0,0,0
509,735,,,,,,1,0,0,0,0,0
510,736,,,,,,0,0,0,0,0,0
511,737,,,IL,,AS,1,1,0,0,0,1
512,738,,,,,,1,0,0,0,0,0
513,739,,,,,,1,0,0,0,0,0
514,740,,,,,,1,0,0,0,0,0
515,744,,,,,,1,0,0,0,0,0
516,745,,,NO,,EU,1,1,0,0,0,1
517,746,,,,,,1,0,0,0,0,0
518,748,,,,,,1,0,0,0,0,0
519,751,,,,,,1,0,0,0,0,0
520,752,,,,,,0,0,0,0,0,0
521,753,,,,,,1,0,0,0,0,0
522,754,York,,GB,,EU,1,1,1,0,0,1
523,755,,,IE,,EU,1,1,0,0,0,1
524,758,,,,,,0,0,0,0,0,0
525,759,,,,,,0,0,0,0,0,0
526,761,,,,,,1,0,0,0,0,0
527,762,,,,,,1,0,0,0,0,0
528,763,,,,,,0,0,0,0,0,0
529,767,York,,GB,,EU,1,1,1,0,0,1
530,770,,,,,,1,0,0,0,0,0
531,773,,,,,,0,0,0,0,0,0
532,774,Jersey City,,"JE,US",,"EU,NA",1,1,1,0,0,1
533,775,,,,,,0,0,0,0,0,0
534,777,,,,,,0,0,0,0,0,0
535,779,Denver,,US,,NA,1,1,1,0,0,1
536,781,,,,,,1,0,0,0,0,0
537,782,,,,,,1,0,0,0,0,0
538,783,,,,,,1,0,0,0,0,0
539,784,,,,,,1,0,0,0,0,0
540,786,,,,,,1,0,0,0,0,0
541,787,,,PH,,AS,1,1,0,0,0,1
542,788,Freeport,,US,,NA,1,1,1,0,0,1
543,790,,,CA,,NA,1,1,0,0,0,1
544,791,,,,,,1,0,0,0,0,0
545,794,,,,,,0,0,0,0,0,0
546,795,Danville,,US,,NA,1,1,1,0,0,1
547,796,York,,GB,,EU,1,1,1,0,0,1
548,797,,,,,,0,0,0,0,0,0
549,798,,,,,,0,0,0,0,0,0
550,799,,,,,,1,0,0,0,0,0
551,800,,,,,,0,0,0,0,0,0
552,801,Jerusalem,,IL,,AS,1,1,1,0,0,1
553,802,,,,,,0,0,0,0,0,0
554,803,,,,,,0,0,0,0,0,0
555,804,,,,,,1,0,0,0,0,0
556,805,,,,,,0,0,0,0,0,0
557,806,,,,,,1,0,0,0,0,0
558,807,,,,,,0,0,0,0,0,0
559,808,Dallas,,US,,NA,1,1,1,0,0,1
560,809,Baton Rouge,,US,,NA,1,1,1,0,0,1
561,810,,,,,,1,0,0,0,0,0
562,812,,,,,,1,0,0,0,0,0
563,814,,,,,,0,0,0,0,0,0
564,815,,,,,,0,0,0,0,0,0
565,817,,,US,Utah,NA,1,1,0,0,1,1
566,818,,,US,Wisconsin,NA,1,1,0,0,1,1
567,819,,,,,,1,0,0,0,0,0
568,820,Chicago,,US,,NA,1,1,1,0,0,1
569,822,York,,GB,,EU,1,1,1,0,0,1
570,823,,,,,,0,0,0,0,0,0
571,826,,,AU,,OC,1,1,0,0,0,1
572,828,,,US,California,NA,1,1,0,0,1,1
573,829,Washington,,US,Washington,NA,1,1,1,0,1,1
574,832,,,,,,0,0,0,0,0,0
575,833,,,,,,0,0,0,0,0,0
576,834,,,US,"Virginia,West Virginia",NA,1,1,0,0,1,1
577,835,,,,,,0,0,0,0,0,0
578,836,Texas,,US,Texas,NA,1,1,1,0,1,1
579,837,Silver Spring,,US,,NA,1,1,1,0,0,1
580,838,,,,,,0,0,0,0,0,0
581,840,Phoenix,,US,,NA,1,1,1,0,0,1
582,841,Atlanta,,US,,NA,1,1,1,0,0,1
583,842,Manhattan,,US,,NA,1,1,1,0,0,1
584,843,Wilmington,,US,,NA,1,1,1,0,0,1
585,845,,,,,,0,0,0,0,0,0
586,846,Memphis,,US,,NA,1,1,1,0,0,1
587,848,,,,,,1,0,0,0,0,0
588,849,,,,,,0,0,0,0,0,0
589,851,,,US,,NA,1,1,0,0,0,1
590,852,Oxford,,GB,,EU,1,1,1,0,0,1
591,853,,,,,,0,0,0,0,0,0
592,856,,,,,,0,0,0,0,0,0
593,857,Atlanta,,US,,NA,1,1,1,0,0,1
594,859,,,,,,0,0,0,0,0,0
595,860,Pelham,,US,,NA,1,1,1,0,0,1
