,target,id,links_cant,cant_failed_links
231,0,330,1.0,1.0
232,0,331,,
233,0,332,,
234,1,334,,
235,0,335,1.0,0.0
236,0,336,,
237,0,337,1.0,0.0
238,1,338,,
239,1,340,,
240,0,341,,
241,0,344,,
242,0,345,,
243,1,346,1.0,0.0
244,0,347,1.0,0.0
245,0,348,1.0,1.0
246,0,349,,
247,1,352,2.0,1.0
248,0,353,2.0,2.0
249,1,354,1.0,0.0
250,0,355,,
251,1,356,1.0,0.0
252,0,358,,
253,1,360,1.0,1.0
254,0,361,1.0,0.0
255,0,363,,
256,1,364,1.0,1.0
257,1,365,,
258,0,368,,
259,0,370,,
260,0,371,,
261,0,372,1.0,0.0
262,0,375,2.0,1.0
263,0,380,,
264,1,381,1.0,0.0
265,0,383,1.0,0.0
266,0,384,1.0,0.0
267,0,386,,
268,0,389,1.0,1.0
269,1,390,2.0,1.0
270,0,393,1.0,0.0
271,1,394,1.0,0.0
272,0,396,1.0,0.0
273,1,397,1.0,0.0
274,0,398,,
275,0,401,,
276,0,402,1.0,1.0
277,1,404,2.0,2.0
278,0,406,,
279,0,407,,
280,0,409,1.0,0.0
281,1,410,1.0,0.0
282,0,412,,
283,0,413,2.0,1.0
284,0,415,,
285,1,418,2.0,1.0
286,0,419,,
287,0,420,1.0,1.0
288,0,421,,
289,0,423,1.0,1.0
290,1,424,,
291,0,426,,
292,0,427,,
293,0,429,2.0,2.0
294,1,432,,
295,0,435,,
296,0,436,,
297,0,437,,
298,0,438,,
299,1,440,,
300,1,442,,
301,1,443,,
302,0,444,1.0,0.0
303,0,445,1.0,1.0
304,0,446,,
305,0,447,,
306,0,448,,
307,0,450,,
308,0,451,,
309,0,452,,
310,0,453,2.0,0.0
311,0,454,,
312,0,455,,
313,0,456,2.0,0.0
314,0,457,1.0,0.0
315,0,459,,
316,0,461,1.0,0.0
317,1,462,,
318,0,463,,
319,0,465,,
320,0,466,,
321,1,467,,
322,0,468,2.0,0.0
323,0,469,,
324,0,470,,
325,1,471,,
326,0,472,,
327,0,474,,
328,0,475,,
329,0,476,,
330,0,477,,
331,1,478,,
332,0,479,,
333,0,480,,
334,0,481,,
335,0,482,,
336,0,483,,
337,0,484,,
338,0,485,2.0,0.0
339,0,486,,
340,0,487,1.0,0.0
341,0,489,,
342,1,490,,
343,0,492,,
344,0,493,1.0,0.0
345,0,495,,
346,0,496,,
347,0,498,,
348,0,499,1.0,0.0
349,0,501,1.0,1.0
350,0,502,,
351,0,503,,
352,0,504,,
353,0,506,2.0,1.0
354,1,509,1.0,0.0
355,0,512,1.0,1.0
356,1,513,1.0,1.0
357,0,514,,
358,1,516,1.0,1.0
359,0,517,,
360,0,518,1.0,1.0
361,1,519,,
362,0,520,,
363,0,521,2.0,1.0
364,0,522,,
365,0,523,1.0,1.0
366,0,524,,
367,0,526,,
368,0,527,,
369,0,528,,
370,0,530,1.0,1.0
371,0,531,,
372,0,533,1.0,1.0
373,0,535,,
374,0,536,,
375,1,538,1.0,1.0
376,0,540,,
377,0,542,,
378,0,543,,
379,0,544,,
380,0,546,1.0,1.0
381,1,550,1.0,1.0
382,1,551,,
383,0,552,,
384,1,556,1.0,1.0
385,1,558,,
386,1,559,2.0,0.0
387,1,560,,
388,0,561,,
389,0,563,,
390,0,564,2.0,1.0
391,1,565,,
392,1,567,,
393,1,568,1.0,1.0
394,1,569,1.0,1.0
395,1,570,,
396,1,571,,
397,0,574,,
398,1,575,,
399,1,576,,
400,0,577,,
401,0,578,,
402,1,579,,
403,1,580,,
404,0,581,1.0,1.0
405,0,583,,
406,1,584,,
407,1,585,,
408,1,588,,
409,1,589,,
410,1,592,1.0,0.0
411,1,594,,
412,1,598,,
413,0,599,,
414,1,600,,
415,0,603,1.0,0.0
416,1,604,,
417,1,606,,
418,0,607,,
419,0,608,,
420,0,609,1.0,0.0
421,0,611,1.0,0.0
422,0,612,,
423,0,613,,
424,1,614,,
425,0,615,,
426,0,617,,
427,0,619,,
428,0,621,,
429,0,622,,
430,0,623,,
431,0,624,,
432,0,625,1.0,0.0
433,0,628,,
434,1,630,,
435,0,631,1.0,0.0
436,0,633,2.0,1.0
437,1,635,2.0,0.0
438,0,636,1.0,1.0
439,0,637,,
440,0,638,1.0,0.0
441,0,640,,
442,0,641,,
443,0,642,1.0,0.0
444,0,643,,
445,1,644,1.0,0.0
446,1,646,,
447,0,649,,
448,1,651,1.0,0.0
449,1,652,,
450,0,653,,
451,1,654,1.0,1.0
452,1,655,,
453,0,656,2.0,0.0
454,1,657,,
455,1,658,,
456,1,659,,
457,1,660,,
458,1,661,,
459,1,662,,
460,1,664,,
461,1,665,1.0,0.0
462,1,667,,
463,0,669,,
464,0,671,,
465,0,672,,
466,1,674,1.0,0.0
467,1,675,1.0,0.0
468,1,677,,
469,0,679,,
470,1,680,,
471,1,681,1.0,0.0
472,1,682,2.0,1.0
473,1,683,,
474,1,684,1.0,0.0
475,1,685,1.0,0.0
476,0,686,,
477,0,687,1.0,0.0
478,1,688,,
479,0,689,,
480,1,690,1.0,0.0
481,0,691,,
482,0,697,,
483,1,699,,
484,0,700,2.0,0.0
485,0,702,1.0,0.0
486,0,704,,
487,0,705,,
488,0,706,,
489,1,709,1.0,0.0
490,1,710,1.0,0.0
491,1,712,,
492,1,713,,
493,1,714,1.0,0.0
494,1,716,,
495,1,717,,
496,0,719,2.0,0.0
497,0,720,,
498,0,721,2.0,0.0
499,1,724,2.0,0.0
500,1,725,,
501,0,726,2.0,0.0
502,1,727,2.0,0.0
503,0,728,2.0,0.0
504,1,729,,
505,1,730,,
506,1,731,2.0,1.0
507,0,732,,
508,1,734,,
509,0,735,1.0,1.0
510,1,736,,
511,1,737,,
512,1,738,1.0,0.0
513,1,739,,
514,1,740,2.0,0.0
515,0,744,,
516,1,745,2.0,0.0
517,0,746,2.0,0.0
518,0,748,2.0,0.0
519,0,751,2.0,1.0
520,0,752,1.0,0.0
521,0,753,2.0,0.0
522,0,754,2.0,0.0
523,0,755,2.0,0.0
524,0,758,,
525,0,759,,
526,0,761,2.0,0.0
527,0,762,1.0,0.0
528,0,763,2.0,0.0
529,0,767,,
530,0,770,2.0,0.0
531,0,773,2.0,0.0
532,0,774,,
533,1,775,2.0,0.0
534,0,777,,
535,1,779,2.0,0.0
536,0,781,1.0,1.0
537,0,782,,
538,0,783,,
539,0,784,,
540,0,786,2.0,0.0
541,0,787,,
542,0,788,2.0,0.0
543,0,790,2.0,0.0
544,1,791,2.0,0.0
545,1,794,,
546,0,795,2.0,0.0
547,1,796,,
548,1,797,,
549,0,798,,
550,0,799,2.0,1.0
551,0,800,1.0,0.0
552,1,801,,
553,0,802,,
554,0,803,,
555,0,804,,
556,1,805,1.0,0.0
557,0,806,,
558,0,807,2.0,0.0
559,0,808,1.0,0.0
560,0,809,1.0,0.0
561,0,810,,
562,0,812,,
563,1,814,2.0,0.0
564,0,815,2.0,1.0
565,0,817,1.0,0.0
566,0,818,,
567,0,819,1.0,0.0
568,0,820,,
569,0,822,1.0,0.0
570,0,823,1.0,0.0
571,0,826,,
572,0,828,,
573,1,829,,
574,0,832,1.0,0.0
575,0,833,1.0,0.0
576,1,834,1.0,0.0
577,1,835,1.0,0.0
578,0,836,,
579,1,837,1.0,0.0
580,1,838,1.0,0.0
581,1,840,2.0,0.0
582,0,841,,
583,0,842,2.0,0.0
584,0,843,1.0,0.0
585,1,845,1.0,0.0
586,1,846,,
587,1,848,,
588,1,849,1.0,0.0
589,0,851,1.0,0.0
590,1,852,,
591,0,853,,
592,1,856,1.0,0.0
593,1,857,,
594,0,859,1.0,1.0
595,0,860,,
596,1,863,,
597,0,864,,
598,1,866,,
599,1,867,1.0,0.0
600,0,868,1.0,1.0
601,1,870,,
602,1,871,,
603,1,872,,
604,1,873,1.0,1.0
605,0,874,,
606,0,875,1.0,1.0
607,1,876,,
608,1,877,,
609,0,878,1.0,0.0
610,1,881,,
611,1,882,,
612,1,883,,
613,0,884,1.0,0.0
614,1,885,1.0,0.0
615,1,886,2.0,1.0
616,1,888,,
617,1,890,,
618,0,891,,
619,0,892,2.0,1.0
620,1,893,,
621,1,894,1.0,0.0
622,1,895,,
623,1,896,1.0,0.0
624,0,898,,
625,1,899,1.0,1.0
626,1,902,,
627,0,903,,
628,1,905,,
629,0,906,,
630,1,907,1.0,0.0
631,0,911,,
632,1,912,,
633,1,915,,
634,0,916,,
635,1,919,1.0,1.0
636,0,921,1.0,0.0
637,1,923,,
638,1,926,,
639,1,928,,
640,0,929,,
641,0,930,,
642,0,931,1.0,0.0
643,0,932,1.0,0.0
644,0,934,1.0,1.0
645,0,935,,
646,0,936,1.0,0.0
647,1,938,,
648,0,939,,
649,1,940,1.0,0.0
650,0,941,,
651,0,942,1.0,0.0
652,0,944,,
653,1,945,,
654,1,946,,
655,0,947,2.0,0.0
656,0,948,,
657,0,951,1.0,0.0
658,0,952,1.0,0.0
659,0,953,1.0,0.0
660,0,955,1.0,0.0
661,0,956,2.0,1.0
662,0,957,1.0,0.0
663,0,958,,
664,0,959,1.0,0.0
665,0,960,1.0,0.0
666,0,961,,
667,0,962,1.0,0.0
668,0,963,,
669,1,964,,
670,0,965,,
671,0,968,,
672,0,971,,
673,0,972,,
674,0,974,2.0,1.0
675,0,976,1.0,0.0
676,0,977,,
677,0,978,1.0,0.0
678,0,979,,
679,0,981,,
680,1,982,2.0,0.0
681,0,983,1.0,0.0
682,0,984,1.0,0.0
683,0,985,,
684,0,986,1.0,0.0
685,0,987,,
686,0,990,,
687,0,991,1.0,1.0
688,0,992,1.0,0.0
689,0,993,,
690,0,994,1.0,0.0
691,0,996,,
692,0,997,,
693,0,998,,
694,0,999,,
695,0,1001,,
696,0,1002,,
697,0,1004,,
698,0,1005,,
699,0,1006,1.0,1.0
700,0,1008,,
701,0,1009,,
702,0,1010,,
703,0,1015,,
704,0,1017,1.0,0.0
705,0,1018,1.0,0.0
706,0,1020,,
707,0,1021,,
708,0,1022,,
709,0,1023,,
710,0,1024,1.0,0.0
711,0,1026,,
712,0,1029,1.0,0.0
713,0,1031,1.0,0.0
714,0,1032,1.0,0.0
715,0,1035,,
716,0,1036,,
717,0,1037,1.0,0.0
718,0,1038,,
719,1,1040,,
720,0,1041,1.0,0.0
721,0,1042,,
722,0,1043,,
723,0,1044,,
724,0,1045,1.0,0.0
725,0,1048,1.0,0.0
726,0,1049,,
727,0,1050,1.0,0.0
728,1,1051,,
729,0,1052,1.0,1.0
730,0,1054,1.0,0.0
731,0,1057,1.0,0.0
732,0,1058,1.0,0.0
733,1,1061,,
734,0,1062,1.0,0.0
735,1,1065,,
736,0,1066,1.0,0.0
737,0,1067,1.0,0.0
738,0,1069,1.0,0.0
739,0,1070,,
740,0,1071,1.0,0.0
741,0,1072,,
742,0,1073,,
743,0,1074,,
744,1,1075,,
745,0,1077,1.0,0.0
746,0,1078,1.0,1.0
747,0,1079,,
748,0,1080,1.0,0.0
749,0,1081,,
750,0,1082,,
751,0,1083,,
752,0,1084,1.0,0.0
753,1,1085,1.0,0.0
754,0,1088,1.0,0.0
755,0,1090,1.0,0.0
756,0,1091,,
757,0,1093,,
758,0,1094,2.0,1.0
759,0,1098,1.0,0.0
760,0,1099,,
761,0,1102,2.0,0.0
762,0,1103,1.0,0.0
763,0,1104,,
764,0,1105,,
765,0,1106,,
766,0,1109,,
767,0,1110,,
768,0,1112,,
769,0,1113,,
770,0,1114,1.0,0.0
771,0,1117,,
772,0,1118,,
773,0,1119,2.0,1.0
774,0,1120,1.0,1.0
775,1,1122,,
776,0,1123,,
777,0,1124,1.0,1.0
778,0,1126,,
779,0,1128,2.0,1.0
780,0,1129,,
781,0,1130,1.0,0.0
782,0,1132,1.0,1.0
783,0,1134,1.0,0.0
784,0,1136,1.0,0.0
785,0,1138,,
786,0,1139,1.0,0.0
787,0,1141,,
788,0,1142,1.0,0.0
789,1,1143,,
790,0,1145,1.0,0.0
791,0,1146,1.0,0.0
792,0,1149,,
793,0,1151,,
794,0,1152,2.0,1.0
795,0,1153,,
796,0,1154,2.0,0.0
797,0,1155,2.0,1.0
798,0,1156,1.0,1.0
799,0,1157,1.0,0.0
800,0,1160,1.0,0.0
801,0,1162,1.0,0.0
802,0,1164,1.0,0.0
803,0,1166,1.0,0.0
804,0,1167,,
805,0,1168,,
806,0,1170,1.0,0.0
807,0,1173,,
808,1,1174,,
809,0,1175,,
810,0,1177,1.0,0.0
811,0,1178,,
812,0,1179,1.0,0.0
813,0,1181,,
814,0,1182,1.0,1.0
815,0,1183,1.0,0.0
816,0,1185,,
817,0,1188,,
818,0,1189,,
819,1,1190,,
820,0,1191,1.0,0.0
821,1,1195,,
822,0,1196,2.0,0.0
823,0,1198,,
824,0,1199,,
825,0,1201,,
826,0,1202,2.0,0.0
827,0,1203,,
828,0,1204,,
829,0,1206,1.0,1.0
830,0,1207,,
831,0,1208,,
832,0,1209,1.0,1.0
833,0,1211,2.0,0.0
834,0,1212,1.0,1.0
835,0,1213,1.0,1.0
836,1,1214,1.0,1.0
837,0,1215,1.0,1.0
838,0,1217,1.0,0.0
839,0,1218,,
840,0,1219,1.0,0.0
841,0,1221,1.0,0.0
842,1,1222,1.0,0.0
843,0,1223,1.0,1.0
844,0,1224,,
845,0,1225,,
846,0,1226,1.0,1.0
847,0,1227,,
848,0,1228,1.0,0.0
849,0,1229,1.0,0.0
850,0,1230,,
851,0,1232,,
852,0,1234,1.0,1.0
853,0,1235,1.0,0.0
854,0,1236,,
855,0,1237,,
856,0,1238,1.0,0.0
857,1,1239,1.0,1.0
858,0,1240,,
859,0,1241,1.0,0.0
860,0,1242,1.0,0.0
861,0,1243,,
862,0,1244,,
863,1,1245,1.0,0.0
864,0,1249,1.0,1.0
865,0,1250,,
866,0,1251,1.0,0.0
867,0,1252,1.0,0.0
868,0,1253,2.0,1.0
869,0,1254,,
870,1,1259,1.0,1.0
871,0,1262,1.0,0.0
872,0,1263,1.0,0.0
873,0,1264,1.0,1.0
874,0,1267,1.0,1.0
875,1,1269,1.0,0.0
876,0,1270,1.0,0.0
877,0,1271,1.0,1.0
878,0,1272,1.0,1.0
879,0,1273,,
880,0,1275,,
881,0,1276,,
882,1,1277,1.0,0.0
883,0,1278,1.0,0.0
884,0,1279,1.0,0.0
885,0,1280,,
886,0,1282,,
887,0,1283,,
888,0,1284,1.0,0.0
889,0,1287,,
890,0,1288,1.0,1.0
891,0,1289,,
892,0,1290,2.0,0.0
893,0,1293,,
894,1,1294,,
895,1,1296,1.0,0.0
896,0,1297,,
897,0,1298,,
898,0,1300,,
899,0,1301,,
900,0,1302,,
901,0,1303,,
902,0,1304,1.0,0.0
903,0,1305,1.0,0.0
904,0,1307,,
905,0,1308,,
906,0,1309,,
907,0,1312,,
908,0,1315,,
909,0,1316,,
910,0,1317,,
911,0,1318,,
912,0,1319,,
913,0,1320,,
914,0,1321,,
915,1,1324,,
916,0,1326,,
917,0,1327,,
918,0,1328,,
919,0,1331,,
920,0,1332,,
921,0,1334,,
922,0,1335,,
923,0,1337,,
924,0,1338,,
925,0,1340,,
926,1,1341,1.0,0.0
927,0,1343,,
928,0,1345,1.0,0.0
929,1,1346,,
930,0,1347,,
931,0,1348,1.0,1.0
932,1,1349,,
933,0,1350,,
934,0,1351,1.0,0.0
935,0,1352,,
936,0,1353,1.0,1.0
937,0,1354,,
938,0,1356,,
939,1,1360,1.0,0.0
940,0,1361,,
941,0,1362,,
942,0,1363,,
943,0,1365,,
944,0,1368,,
945,0,1369,1.0,0.0
946,0,1371,1.0,0.0
947,0,1372,,
948,0,1374,,
949,1,1375,,
950,0,1376,,
951,0,1378,1.0,0.0
952,0,1379,1.0,0.0
953,0,1380,,
954,0,1381,,
955,0,1382,,
956,0,1383,1.0,0.0
957,0,1384,1.0,0.0
958,0,1385,,
959,0,1388,,
960,0,1389,1.0,0.0
961,0,1390,1.0,0.0
962,0,1391,,
963,0,1393,1.0,0.0
964,0,1394,1.0,0.0
965,0,1395,1.0,1.0
966,0,1396,,
967,0,1399,,
968,0,1401,,
969,0,1402,,
970,0,1405,,
971,0,1406,1.0,0.0
972,0,1407,,
973,0,1408,,
974,1,1409,2.0,1.0
975,0,1411,,
976,0,1412,,
977,0,1414,,
978,0,1415,1.0,0.0
979,0,1418,1.0,1.0
980,0,1419,,
981,0,1420,1.0,0.0
982,0,1421,,
983,0,1422,1.0,0.0
984,0,1425,2.0,0.0
985,0,1429,2.0,0.0
986,0,1431,,
987,0,1432,,
988,1,1433,,
989,0,1436,,
990,0,1439,1.0,1.0
991,1,1440,1.0,1.0
992,0,1441,,
993,0,1443,,
994,0,1444,,
995,0,1445,,
996,0,1447,,
997,0,1448,1.0,0.0
998,0,1449,,
999,0,1450,,
1000,0,1452,,
1001,0,1453,,
1002,0,1454,1.0,1.0
1003,0,1455,,
1004,0,1456,1.0,0.0
1005,1,1458,,
1006,0,1459,,
1007,0,1460,,
1008,0,1463,,
1009,0,1464,,
1010,0,1466,,
1011,0,1467,,
1012,0,1470,,
1013,0,1472,,
1014,1,1473,,
1015,1,1474,1.0,0.0
1016,0,1475,,
1017,0,1477,,
1018,1,1479,,
1019,0,1480,,
1020,0,1482,1.0,1.0
1021,0,1483,2.0,0.0
1022,0,1484,1.0,0.0
1023,0,1485,,
1024,0,1486,,
1025,0,1487,,
1026,0,1488,,
1027,0,1491,,
1028,0,1493,,
1029,0,1494,1.0,1.0
1030,0,1495,,
1031,0,1497,,
1032,0,1498,,
1033,0,1499,,
1034,0,1500,,
1035,0,1501,2.0,0.0
1036,0,1502,,
1037,0,1503,,
1038,0,1504,,
1039,0,1505,,
1040,0,1506,,
1041,0,1507,,
1042,0,1508,,
1043,0,1509,,
1044,0,1510,,
1045,0,1511,,
1046,0,1513,,
1047,0,1514,,
1048,0,1515,,
1049,0,1518,,
1050,0,1519,1.0,0.0
1051,0,1520,,
1052,0,1521,,
1053,0,1522,,
1054,0,1523,,
1055,0,1524,,
1056,0,1525,,
1057,0,1526,,
1058,0,1527,,
1059,0,1530,,
1060,0,1531,,
1061,1,1532,,
1062,0,1533,,
1063,1,1534,,
1064,1,1535,,
1065,0,1537,,
1066,0,1538,,
1067,0,1540,,
1068,0,1543,,
1069,0,1544,,
1070,1,1545,,
1071,0,1546,,
1072,0,1547,,
1073,1,1549,,
1074,0,1553,,
1075,1,1554,,
1076,1,1555,,
1077,1,1556,,
1078,0,1558,,
1079,0,1559,,
1080,1,1560,,
1081,1,1561,,
1082,0,1562,,
1083,1,1567,,
1084,0,1568,,
1085,1,1569,,
1086,0,1570,,
1087,0,1572,,
1088,1,1573,,
1089,1,1574,,
1090,1,1575,,
1091,0,1576,,
1092,0,1577,,
1093,0,1579,1.0,0.0
1094,0,1580,,
1095,1,1582,,
1096,1,1585,,
1097,0,1587,,
1098,0,1588,1.0,0.0
1099,1,1590,,
1100,1,1591,,
1101,1,1593,,
1102,1,1594,,
1103,1,1595,,
1104,1,1596,,
1105,0,1597,,
1106,0,1599,,
1107,1,1600,,
1108,0,1601,,
1109,0,1602,,
1110,1,1603,,
1111,1,1604,,
1112,0,1605,,
1113,0,1607,,
1114,0,1608,,
1115,0,1609,,
1116,1,1610,,
1117,0,1611,,
1118,0,1613,,
1119,1,1614,,
1120,1,1615,,
1121,1,1617,,
1122,0,1618,,
1123,0,1619,,
1124,1,1621,,
1125,0,1622,,
1126,1,1623,,
1127,1,1625,,
1128,1,1626,,
1129,0,1627,,
1130,0,1628,,
1131,1,1631,,
1132,1,1632,,
1133,1,1633,,
1134,1,1634,,
1135,1,1636,,
1136,1,1637,,
1137,1,1638,,
1138,1,1639,,
1139,1,1643,1.0,0.0
1140,1,1644,,
1141,1,1645,1.0,0.0
1142,1,1646,1.0,1.0
1143,1,1647,,
1144,1,1648,,
1145,1,1649,,
1146,1,1650,2.0,0.0
1147,1,1652,,
1148,1,1653,,
1149,1,1654,2.0,0.0
1150,1,1657,,
1151,1,1658,,
1152,1,1660,1.0,0.0
1153,1,1661,2.0,1.0
1154,1,1662,,
1155,0,1663,,
1156,1,1665,,
1157,0,1666,1.0,1.0
1158,1,1669,,
1159,1,1670,,
1160,0,1671,,
1161,1,1672,,
1162,1,1673,1.0,0.0
1163,1,1675,,
1164,1,1676,,
1165,1,1677,,
1166,1,1679,,
1167,1,1683,,
1168,1,1684,1.0,0.0
1169,1,1686,,
1170,1,1687,,
1171,1,1688,,
1172,1,1689,,
1173,1,1690,,
1174,0,1691,1.0,0.0
1175,1,1692,1.0,0.0
1176,1,1693,,
1177,1,1694,,
1178,0,1698,,
1179,1,1699,1.0,1.0
1180,1,1700,,
1181,1,1701,1.0,1.0
1182,1,1702,2.0,0.0
1183,1,1703,,
1184,1,1705,,
1185,1,1706,,
1186,0,1707,,
1187,1,1709,,
1188,1,1710,2.0,0.0
1189,1,1712,,
1190,0,1715,,
1191,1,1716,1.0,1.0
1192,1,1718,,
1193,0,1719,,
1194,1,1720,,
1195,0,1721,,
1196,1,1722,,
1197,1,1723,,
1198,1,1724,,
1199,1,1725,,
1200,0,1726,,
1201,1,1727,,
1202,1,1728,1.0,1.0
1203,0,1731,1.0,1.0
1204,0,1733,1.0,1.0
1205,1,1735,,
1206,0,1737,,
1207,1,1739,,
1208,1,1740,1.0,0.0
1209,1,1741,,
1210,0,1744,,
1211,1,1745,,
1212,0,1747,,
1213,1,1750,,
1214,0,1752,,
1215,1,1753,,
1216,1,1754,,
1217,1,1755,1.0,1.0
1218,1,1756,,
1219,1,1757,,
1220,1,1759,,
1221,1,1760,,
1222,1,1761,,
1223,1,1762,1.0,1.0
1224,0,1763,1.0,1.0
1225,0,1766,1.0,1.0
1226,0,1767,,
1227,1,1768,,
1228,1,1769,,
1229,1,1770,,
1230,1,1771,,
1231,1,1772,,
1232,0,1773,1.0,0.0
1233,1,1774,,
1234,1,1775,,
1235,1,1776,2.0,0.0
1236,1,1779,,
1237,1,1780,,
1238,0,1784,,
1239,1,1786,,
1240,1,1787,,
1241,1,1789,,
1242,1,1790,2.0,1.0
1243,1,1791,,
1244,1,1792,,
1245,1,1796,,
1246,0,1798,,
1247,0,1799,,
1248,1,1802,,
1249,1,1803,,
1250,0,1804,,
1251,1,1807,,
1252,1,1808,,
1253,1,1809,,
1254,1,1810,,
1255,1,1811,,
1256,1,1812,,
1257,1,1813,,
1258,1,1814,,
1259,1,1815,,
1260,1,1816,,
1261,1,1817,,
1262,1,1818,,
1263,0,1821,,
1264,1,1822,1.0,0.0
1265,0,1823,,
1266,0,1824,,
1267,0,1826,,
1268,0,1827,,
1269,0,1831,,
1270,0,1832,1.0,0.0
1271,0,1833,1.0,0.0
1272,0,1834,,
1273,0,1835,,
1274,1,1836,,
1275,0,1837,,
1276,0,1838,,
1277,1,1840,,
1278,0,1841,1.0,0.0
1279,1,1842,1.0,0.0
1280,0,1845,,
1281,0,1847,,
1282,0,1848,,
1283,0,1851,1.0,0.0
1284,0,1852,,
1285,0,1853,,
1286,0,1856,,
1287,0,1857,1.0,0.0
1288,0,1860,,
1289,1,1861,1.0,0.0
1290,0,1863,1.0,0.0
1291,0,1864,,
1292,1,1865,,
1293,0,1866,,
1294,0,1869,,
1295,1,1870,,
1296,0,1873,,
1297,0,1875,,
1298,0,1877,,
1299,0,1878,,
