,id,#hashtags,has_hashtag,freq_relevant_hashtag
776,1123,0,0,0.0
777,1124,0,0,0.0
778,1126,0,0,0.0
779,1128,0,0,0.0
780,1129,0,0,0.0
781,1130,0,0,0.0
782,1132,1,1,0.0005186721991701245
783,1134,0,0,0.0
784,1136,0,0,0.0
785,1138,0,0,0.0
786,1139,0,0,0.0
787,1141,0,0,0.0
788,1142,0,0,0.0
789,1143,0,0,0.0
790,1145,0,0,0.0
791,1146,0,0,0.0
792,1149,1,1,0.03941908713692946
793,1151,0,0,0.0
794,1152,0,0,0.0
795,1153,0,0,0.0
796,1154,0,0,0.0
797,1155,0,0,0.0
798,1156,0,0,0.0
799,1157,0,0,0.0
800,1160,0,0,0.0
801,1162,0,0,0.0
802,1164,0,0,0.0
803,1166,0,0,0.0
804,1167,2,1,0.0005186721991701245
805,1168,1,1,0.0005186721991701245
806,1170,0,0,0.0
807,1173,0,0,0.0
808,1174,3,1,0.001037344398340249
809,1175,0,0,0.0
810,1177,0,0,0.0
811,1178,0,0,0.0
812,1179,0,0,0.0
813,1181,0,0,0.0
814,1182,0,0,0.0
815,1183,0,0,0.0
816,1185,0,0,0.0
817,1188,0,0,0.0
818,1189,0,0,0.0
819,1190,0,0,0.0
820,1191,0,0,0.0
821,1195,1,1,0.0005186721991701245
822,1196,1,1,0.0005186721991701245
823,1198,0,0,0.0
824,1199,0,0,0.0
825,1201,0,0,0.0
826,1202,0,0,0.0
827,1203,0,0,0.0
828,1204,0,0,0.0
829,1206,0,0,0.0
830,1207,0,0,0.0
831,1208,1,1,0.0005186721991701245
832,1209,0,0,0.0
833,1211,0,0,0.0
834,1212,0,0,0.0
835,1213,0,0,0.0
836,1214,0,0,0.0
837,1215,0,0,0.0
838,1217,0,0,0.0
839,1218,0,0,0.0
840,1219,0,0,0.0
841,1221,0,0,0.0
842,1222,0,0,0.0
843,1223,0,0,0.0
844,1224,0,0,0.0
845,1225,0,0,0.0
846,1226,0,0,0.0
847,1227,0,0,0.0
848,1228,0,0,0.0
849,1229,0,0,0.0
850,1230,0,0,0.0
851,1232,0,0,0.0
852,1234,0,0,0.0
853,1235,1,1,0.0031120331950207467
854,1236,0,0,0.0
855,1237,0,0,0.0
856,1238,0,0,0.0
857,1239,1,1,0.0005186721991701245
858,1240,0,0,0.0
859,1241,0,0,0.0
860,1242,0,0,0.0
861,1243,0,0,0.0
862,1244,1,1,0.0005186721991701245
863,1245,1,1,0.0005186721991701245
864,1249,0,0,0.0
865,1250,0,0,0.0
866,1251,0,0,0.0
867,1252,0,0,0.0
868,1253,0,0,0.0
869,1254,0,0,0.0
870,1259,0,0,0.0
871,1262,0,0,0.0
872,1263,0,0,0.0
873,1264,0,0,0.0
874,1267,0,0,0.0
875,1269,0,0,0.0
876,1270,1,1,0.0005186721991701245
877,1271,0,0,0.0
878,1272,0,0,0.0
879,1273,0,0,0.0
880,1275,0,0,0.0
881,1276,0,0,0.0
882,1277,0,0,0.0
883,1278,0,0,0.0
884,1279,0,0,0.0
885,1280,0,0,0.0
886,1282,0,0,0.0
887,1283,2,1,0.0005186721991701245
888,1284,0,0,0.0
889,1287,0,0,0.0
890,1288,0,0,0.0
891,1289,0,0,0.0
892,1290,2,1,0.0005186721991701245
893,1293,0,0,0.0
894,1294,0,0,0.0
895,1296,1,1,0.0005186721991701245
896,1297,0,0,0.0
897,1298,0,0,0.0
898,1300,0,0,0.0
899,1301,0,0,0.0
900,1302,0,0,0.0
901,1303,0,0,0.0
902,1304,0,0,0.0
903,1305,1,1,0.0005186721991701245
904,1307,0,0,0.0
905,1308,0,0,0.0
906,1309,0,0,0.0
907,1312,0,0,0.0
908,1315,0,0,0.0
909,1316,0,0,0.0
910,1317,0,0,0.0
911,1318,0,0,0.0
912,1319,0,0,0.0
913,1320,0,0,0.0
914,1321,0,0,0.0
915,1324,0,0,0.0
916,1326,2,1,0.0005186721991701245
917,1327,0,0,0.0
918,1328,1,1,0.001037344398340249
919,1331,0,0,0.0
920,1332,0,0,0.0
921,1334,0,0,0.0
922,1335,0,0,0.0
923,1337,0,0,0.0
924,1338,0,0,0.0
925,1340,0,0,0.0
926,1341,0,0,0.0
927,1343,0,0,0.0
928,1345,0,0,0.0
929,1346,1,1,0.0005186721991701245
930,1347,0,0,0.0
931,1348,1,1,0.0005186721991701245
932,1349,0,0,0.0
933,1350,0,0,0.0
934,1351,0,0,0.0
935,1352,0,0,0.0
936,1353,0,0,0.0
937,1354,0,0,0.0
938,1356,0,0,0.0
939,1360,0,0,0.0
940,1361,1,1,0.0025933609958506223
941,1362,0,0,0.0
942,1363,0,0,0.0
943,1365,1,1,0.0005186721991701245
944,1368,0,0,0.0
945,1369,0,0,0.0
946,1371,0,0,0.0
947,1372,0,0,0.0
948,1374,0,0,0.0
949,1375,0,0,0.0
950,1376,2,1,0.0005186721991701245
951,1378,0,0,0.0
952,1379,0,0,0.0
953,1380,0,0,0.0
954,1381,1,1,0.0005186721991701245
955,1382,0,0,0.0
956,1383,0,0,0.0
957,1384,0,0,0.0
958,1385,0,0,0.0
959,1388,0,0,0.0
960,1389,0,0,0.0
961,1390,0,0,0.0
962,1391,0,0,0.0
963,1393,0,0,0.0
964,1394,2,1,0.004149377593360996
965,1395,0,0,0.0
966,1396,0,0,0.0
967,1399,0,0,0.0
968,1401,0,0,0.0
969,1402,2,1,0.004149377593360996
970,1405,0,0,0.0
971,1406,2,1,0.004149377593360996
972,1407,0,0,0.0
973,1408,0,0,0.0
974,1409,2,1,0.004149377593360996
975,1411,0,0,0.0
976,1412,3,1,0.00466804979253112
977,1414,2,1,0.004149377593360996
978,1415,4,1,0.00466804979253112
979,1418,0,0,0.0
980,1419,0,0,0.0
981,1420,2,1,0.004149377593360996
982,1421,0,0,0.0
983,1422,0,0,0.0
984,1425,0,0,0.0
985,1429,0,0,0.0
986,1431,0,0,0.0
987,1432,0,0,0.0
988,1433,0,0,0.0
989,1436,1,1,0.0005186721991701245
990,1439,0,0,0.0
991,1440,0,0,0.0
992,1441,0,0,0.0
993,1443,0,0,0.0
994,1444,0,0,0.0
995,1445,0,0,0.0
996,1447,0,0,0.0
997,1448,1,1,0.0005186721991701245
998,1449,0,0,0.0
999,1450,0,0,0.0
1000,1452,2,1,0.001037344398340249
1001,1453,0,0,0.0
1002,1454,0,0,0.0
1003,1455,0,0,0.0
1004,1456,0,0,0.0
1005,1458,0,0,0.0
1006,1459,0,0,0.0
1007,1460,0,0,0.0
1008,1463,0,0,0.0
1009,1464,0,0,0.0
1010,1466,0,0,0.0
1011,1467,0,0,0.0
1012,1470,0,0,0.0
1013,1472,0,0,0.0
1014,1473,0,0,0.0
1015,1474,0,0,0.0
1016,1475,0,0,0.0
1017,1477,0,0,0.0
1018,1479,0,0,0.0
1019,1480,0,0,0.0
1020,1482,1,1,0.0005186721991701245
1021,1483,0,0,0.0
1022,1484,0,0,0.0
1023,1485,0,0,0.0
1024,1486,0,0,0.0
